Бизнес;К;Эт/эт;М;Рай;Улица;Цена;Реклама;Агент;ID;Комн;Общ;Жил;Кух;Описание
Жил;4;дом;к;ц;Короленко;350000;;;24018;р;120,00;;;все удоб, авт отопл, паркет, пласт окна, еврорем, 6 сот
Жил;5;дом;;бог;Мира 1 пер;47000;;;24368;.;130,00;;;пар отопл, гараж, сарай, без удоб, газ, колодец, 6 сот приват,можно на 2 семьи
Жил;0;дом;;при;Клитчин;70000;;;24436;.;300,00;;20,00;недостр, 5 ком, 2 с/у, камин, гараж на 2 авт, колодец, газ рядом, 1эт жилой, 2 эт не закончен, 15сот
Жил;3;ч/д;к;ц;Победы;40000;Нет;люба;24518;.;55,00;;; 3 окна на улицу (дом над дорогой), под маг-н, мастерскую, газ, вода, жил сост
Биз;0;уч;;мар;Баранова;45000;оля;;24680;.;;;;24 сот, газ свет рядом, под пром строит
Жил;0;уч;;при;Гадзинка;5000;Нет;;24733;.;;;;27 сот, коммуник рядом, шир 11м
Жил;5;дом;к;кор;р-н Водоканала;280000;;;24803;р;;110,00;13,00;все удоб, 4,5 сот, гараж, вид на реку, котел+дом 3ком все удоб, отл рем,времянка.
Жил;4;1/9;к;бог;Л.Шевцовой;68000;оля;оля;24824;р;80,00;50,00;9,00;лодж заст, погреб, бойлер, жил сост
Жил;0;дом;к;при;Пряжев;70000;Нет;;24891;р;400,00;350,00;16,00;накр коробка без вн работ, газ, колодец, 15 сот
Биз;0;под офис;к;па;Заводская;220000;юра-а;юра;24948;.;650,00;;;35 сот, подстанция, ограждено,
Жил;3;дом;;ц;Гагарина;60000;;;25214;см/р;55,00;37,00;9,00;6 сот приват, кирп дерев дом, все коммуник, все удобства, нов котел, побвал, сад, можно под офис, ма
Жил;0;дом;;при;Пряжев;90000;Нет;;25217;р;500,00;;;15 сот приват, 7 комн, недострой, пеноблок, перегород, газ рядом, гараж
Биз;0;склад;;мар;Баранова;650000;Нет;;25424;.;1200,00;;;54 сот в аренде, потолки 3,5м, рядом ж/д ветка, бывший свинарник
Жил;4;10/10;к;ц;Гоголевская;120000;;;25481;р;90,00;;;техэтаж,дизайн.ремонт,авт.отопл,полы с подогревом,кухня-студио,натяжные потолки,нат.столярка,2 с/у.
Жил;6;дом;к;смо;Саенко;250000;;;25485;см;280,00;186,00;24,00;на 2 входа,26 сот, все удобст, пл окна, еврорем, гараж, лет кух, кабел тел, асфал подъезд
Жил;3;ч/д;;ц;Якира;65000;Нет;;25583;.;70,00;;14,00;1/2 дома, отд двор, газ, вода. туал на ул, лет кух,13 сот прив.земли.
Биз;3;офис;к;ц;Пушкинская -А.Щастного;120000;;;25590;.;80,00;;;2 с/у, офисный ремон, домофон, ролеты, кондицион, охран сигнализ, парков авт, разр на достр 110м.кв
Жил;4;дом;к;мал;Чкалова;90000;;;25597;.;150,00;110,00;20,00;2-й этаж-готов, 1-й - без вн.работ,5 сот, газ вода канализация.
Жил;2;ч/д;д;мал;Героев Пожарных;41000;Нет;;25690;см;39,30;23,20;11,10;5,4 сот, газопеч отопл, колодец, укрепл фунд, косм рем, 47г.п., отд. двор,делают кан-цию.
Жил;0;дом;к;бог;Осокоровый пер;80000;;;25707;р;308,00;200,00;;10 сот+6 в аренде, без вн раб, перегор, пл окна, гар в цок, ж/б забор, металочер, 2 с/у все коммуник
Жил;0;уч;;бог;Орлова;15000;;;25729;.;;;;10 сот земли,ровный.
Жил;4;дом;;бог;Максютова 7 пер;100000;;;25737;р;160,00;92,00;12,00;10 сот, дерев/кирп, рем, пл окна, 2 котла, нов стол и сант, колод, гараж, лет кухня, все комун, 1988
Жил;4;дом;;при;Пряжев;60000;Нет;;25786;см/р;82,00;80,00;12,00;25 сот, дерев/кирп, жил сост, колод, сарай, времянка, газ
Жил;5;дом;;при;Довжик;75000;юра-а;;25967;.;140,00;;;пеонбл, м/п окна, идут внутр работы,90% готовности,отопление,вода,свет,12 сот земли.
Жил;0;уч;;при;Троковичи;7000;;;26221;.;;;;23 сот, фундам 10х12, ветх дом,хороший подъезд.
Жил;0;уч;;бог;Орлова;22000;;;26385;.;;;;15 сот, газ и свет ряд, ряд лес и карьер, газ 200м.
Жил;3;дом;к;при;Ивановка;50000;Нет;;26398;р;90,00;80,00;8,00;12 сот, накр короб, с перегор, без внутр раб, окна, газ рядом, свет
Жил;6;дом;к;бог;Швейный пер;200000;;;26485;.;162,00;;18,00;финская кровля, фасад - структ шпаклевка, перегор, 9 сот, гараж на 2 маш, газ ряд, кол
Жил;2;ч/д;к;ц;Красного Креста;40000;;;26493;см;39,00;27,00;8,00;отд двор, 2 сот, все удоб, 1/5 дома. Жил сост, сарай
Жил;1;1/9;п;бог;Маликова;11000;оля;;26495;комун;;17,50;;1 ком в 3-х ком.кв, с/у и кух общ, лодж/з,нужен ремонт.
Жил;5;2/4;к;при;Гуйва;75000;тамар-а юра;тамар;26499;р;100,00;;15,00;СТ, не угл, еврорем, авт отопл,гараж + 10 сот земли.
Жил;2;дом;дк;при;Пряжев (Шевченко);65000;Нет;;26529;см;;34,00;12,00;20 сот, жил сост, авт отопл, пласт окна, лет кух, гараж, сарай, 80 г.п.
Биз;0;к/н;;бум;И.Гонты;180000;юра;;26587;.;500,00;;;10 сот, 380 Вт, отопление, все ком-ции.
Жил;1;ч/д;дк;ц;Хлебная / Котовского;26000;оля-а;оля;26593;.;30,00;16,00;12,00;общ двор на 3 хоз, газопеч отопл, хор сост,все ком-ции,вода,счётчики,сарай.
Жил;3;дом;;ц;Б.Бердичевская;60000;Нет;0000;26627;.;57,80;35,00;9,70;10 сот, все удоб, гараж,
Жил;0;дом;к;бог;Труда;90000;;;26645;р;320,00;;;без внутр раб, все уд, гараж в цок, ж/б забор, пл окна, 15 сот,  крыша двух скатная металлочереп.
Жил;6;дом;;ц;Якира;120000;Нет;;26646;р;250,00;;16,00;пенобл, без внутр работ, 6 сот, газ подв, 2 с/у, басейн в цоколе
Биз;0;уч;;при;Березина;100000;;;26677;.;;;;75 сот,под ком-цию,незаконч.ф-нт,проект на строительство гостинници.
Жил;0;дом;к;при;Пряжев;43000;Нет;;26682;р;80,00;60,00;21,00;без внутр работ, веранда, коммник рядом,фундамент 10*4,5м, 10 сот.
Жил;0;дом;к;при;Вересы;35000;оля;оля;26696;.;;;;накр коробка без внутр работ, сарай, строй матер, 60 сот
Жил;4;8/9;п;бог;Мира просп;60000;оля;оля;26879;р;76,60;60,00;8,90;н/у, 2 лодж заст, гор вода, жил сост
Жил;0;уч;;кро;Парковая;20000;;;26954;.;;;;7 сот приватизировано + 3 сот в пользовании, газ, свет рядом.
Жил;0;уч;;бог;Огурцова;20000;Нет;;27481;.;;;;10 сот, газ, свет рядом, 20х50, рядом лес
Жил;0;пай;;при;Свитын;15000;;;27600;.;;;;2,5 га земли.
Жил;0;уч;;при;Свитын;28000;;;27601;.;;;;40 сот, ОСГ,газ рядом,700 у.е/сот.
Биз;2;под офис;к;ц;Победы площ;95000;Нет;;27003;.;45,00;;;угл, колонка, офис ремонт, 3 окна на площ
Жил;0;дача;;при;Каменский массив;22000;;;27067;.;;;;Дом 9*12м,90% готовности,3 комн,м/п окна,кан-ция.
Жил;0;уч;;при;Глыбочица;20000;;;27084;.;;;;11 сот, газ, свет рядом, цок этаж 8х10м
Жил;0;уч;;при;Тетеревка;15000;;;27095;.;;;;10 сот, газ, свет рядом, 25х40, сторона реки
Жил;0;уч;;при;Левков;9000;;;27113;.;;;;10 сот, газ рядом, свет, прямоуг, р-н школы.
Жил;2;1/14;к;па;Бородия;60000;оля;;27151;р;58,00;30,00;9,00;не угл, бойлер, лодж заст, нов стол, паркет, можно под бизнес
Жил;3;дом;;ц;Якира;355000;;;27204;р;302,00;;27,00;пенобл/кирп, все удоб, 11,5 сот, 2 гаража, 2 с/у, без косметики
Жил;5;дом;;при;Довжик;165000;;;27297;.;300,00;;;термоблок, все удоб, авт отопл, встр кух, 2с/у, лоджия,гараж на 2 машины, врорем. 10 сот
Жил;2;дача;к;при;Березовка;15000;оля;оля;27345;.;;40,00;;5 сот, зим вар-нт, жил сост, колодец, ограждено, рядом озеро
Жил;3;дом;к;при;Ивановка;150000;;;27650;см/р;248,00;;12,00;с произв.помещением на 1 эт.(газ.конвекторы,автоподъёмник), 2эт-жилой,отопление,колодец,гараж,12 сот
Биз;0;к/н;к;при;Головенка;100000;;;27657;.;6000,00;;;майновый комплекс,7 строений,Н-6м,уч. 6,25га в аренде на 10 лет,асф.подъезд.
Жил;6;дом;к;при;Пряжев;165000;Нет;;27689;.;160,00;;;14,5 сот, 1-эт-2 ком, 2-эт-4 ком, гараж, без внутр раб, колод, яма, проект на газ 80м,вдоль трассы
Биз;0;комплекс;;при;Буки (Квитнева);70000;Нет;;27698;.;3070,00;;;6 га, 5 помещений по 844м, 1712м, 284м, 104м, 94м, скважива, вода
Жил;4;дом;;при;Лищин (Кухтиевича);35000;;;27811;р;80,00;70,00;10,00;ракуш/кирп, 30 сот, все удоб, скважина,2 гаража, времянка, жил сост
Жил;1;2/5;п;ц;Гагарина;28000;;0000;27870;.;32,00;18,00;7,50;с/у совм., колонка, б/з, свежий ремонт, колонка,квадратный холл.
Жил;2;ч/д;;пол;Королёва пер;35000;Нет;;27889;р;54,50;39,00;4,00;дер/кирп, 2 сот, вода + слив, финский дом, без ремонта, отд двор.
Жил;5;дом;;бог;Максютова;250000;Нет;;27910;р;300,00;;;пен/кирп, 8 сот, все удоб, гараж, баня, хор сост, пласт окна, домик для гостей
Жил;0;уч;;при;Стрижевка;10000;;;27984;.;;;;30 сот,под застройку,живописное место,хор.подъезд,газ,свет.
Жил;5;дом;дк;бог;Мира 1 пер;160000;Нет;;28017;см/р;130,00;90,00;7,00;9 сот, отд двор, все коммуникации, гараж, летняя кухня, с/у совм,15 лет дому,жил.сост.
Жил;2;дача;к;при;Давыдовский массив;15000;;;28020;.;;;;5 сот (рядом ещё 5 сот), газ,сад, свет, гараж, копанка
Жил;2;5/5;п;при;Высокая Печь;15600;;;28216;см;46,00;;6,00;не угл, балк незаст, колонка, жил сост
Жил;4;дом;к;мал;Каховский 4 пер;55000;Нет;;28237;см/р;80,00;50,00;8,40;8 сот,авт.отопл, колодец, газ, с/у на ул, жил сост,2-й эт.мансарда,сад.
Жил;0;уч;;при;Писки;10000;;;28140;.;;;;19 сот, в лесу,вид на реку,ком-ции,совр.проект,разрешение на стр-во.
Жил;2;3/5;п;ц;Мануильского-Киевская;83000;Нет;;28386;р;44,00;30,00;5,50;балк не заст, колонка, новая сантех, без ремонта
Жил;2;ч/д;к;мал;Западный 3 пер;36000;;;28425;р;70,00;40,00;11,00;хор.сост,все уд-ва,2,5 сот неприв.земли,гараж.
Жил;4;дом;к;при;Довжик (Ялынкова);170000;Нет;;28471;см/р;125,00;75,00;;10 сот, отд двор, все удоб, гараж, колонка
Жил;2;ч/д;дк;ц;Чудновский 4 пер;55000;;;28559;;;;;все уд-ва,ремонт.
Жил;1;2/2;к;ц;Победы;35000;;;28572;.;26,50;;11,40;под офис, все коммун, газпечн отопл, без рем
Жил;5;дом;к;при;Довжик;125000;Нет;;28603;р;200,00;;40,00;96% готовности, газ есть, еврорем,авт отопл, 15 сот, совр проект, обл декор камнем, охрана
Жил;1;дача;дк;при;Тетеревский массив;9000;Нет;;28617;.;60,00;17,00;15,00;печь,свет,меб.,холодильник,4,5 сот земли,рядом река,газ.
Жил;4;дом;к;при;Романов (Королева);30000;;;28624;р;100,00;90,00;10,00;10 сот, все коммун,колодец, сад, хоз постройки, рядом рынок, 60 км от Житомир.
Жил;0;уч;;при;Скоморохи;8000;;;28625;.;;;;8,25сот, под застройку,рядом свет, газ, лес, речка, тел линия.
Жил;3;дом;к;при;Довжик;55000;;;28626;р;88,00;23,00;9,00;6 сот, газ, вода есть, с/у разд,авт отопл, гостинная с камином, балкон, веранда
Жил;0;база;;при;Черняхов;150000;тамар-а;тамар;28672;.;300,00;;;нефтебаза, 36 сот, 7 контейнер для нефти, админ здание 200 кв.м, ж/д ветка.
Жил;0;уч;;кор;Голова Чадского;220000;Нет;;28676;.;;;;2,2 га аренда под сроит спорт, культур-развлек центров, 400м берега.
Жил;0;уч;;при;Тетеревка;280000;юра;;28677;.;;;;0,9га  в аренду на берегу реки, огражден, обслуж. имуществен фонда, 110м берега.
Жил;4;дом;к;при;Новоград-Волынск (Набережная);30000;;;28731;р;100,00;;;23 сот, газ, воды нет, колод, водопров рядом, хоз постр, сад, живописн место.
Жил;0;дом;к;при;Довжик (Ивановский пер);100000;;;28879;р;230,00;;;13,5 сот, термо блок, все коммун, черновая шпаклёвка,гараж, центр, лес.
Жил;5;дом;;мал;Якира;95000;оля-а;;28928;.;372,00;;;7 сот, п/бл, без внутр раб, можно планиров комн, мпо, брон двер, череп, коммун ряд.
Биз;0;под офис;к;пол;Витрука;150000;Нет;юра;28936;.;100,00;;;с ремонт, можно под игр автом, офис, полуподвальное.
Жил;0;уч;;смо;Саенко;10000;;;29060;.;;;;10 сот, газ, свет, отл подъезд, 100 м от дор.
Жил;2;4/5;к;ц;Соборная площ;48000;;;29095;р;52,00;33,00;7,00;СТ,угл, колонка, балк заст, встр кух, дуб столяр, двойн вход дверь, без ремонта.
Жил;1;9/14;к;бог;Мира просп;35000;;;29209;.;42,00;19,00;8,00;не угл, балк заст, ремонт, подв. потолки, новая столярка,с нишой.
Жил;2;ч/д;к;мар;Смаковский 1 пер;23000;люба-а;;29215;.;32,30;;6,00;газ, колодец,5 сот,возможно отделиться.
Жил;5;дом;к;бог;Максютова;180000;Нет;;29243;.;250,00;100,00;18,00;жилое состояние,колодец, дуб. двери, гараж, 12 сот.
Биз;0;к/н;;мар;Баранова;180000;Нет;;29304;.;152,00;;;сушка древесины 25 куб м, новое оборудывание
Жил;0;дом;;при;Довжик;70000;Нет;;29446;.;190,00;;;недострой, 10 сот, все коммун ряд, 2008г.
Жил;6;дом;к;бог;Луцкая (Максютова);80000;;;29548;.;200,00;;18,00;недострой, 6 сот, 60% готовн, пенобл, не огражд, газ,2 с/у,битумная крыша, м/п окна, двери.
Жил;5;дом;к;при;Пряжев;50000;;;29572;р;380,00;360,00;16,00;дом-недострой,оштукатурен,газ, с/у, 16 сот, сарай, сад, река, лес.
Жил;4;ч/д;к;ц;Гагарина;50000;Нет;;29639;р;70,00;60,00;6,00;3,69 сот, двор отд, газ, вода, канализ на улице, без рем, две 2-х комн кв, напротив торг-пром палаты
Жил;4;дом;к;смо;Северный пер;40000;бвс-а;;29706;р;200,00;120,00;15,00;Недострой,10 сот,газ рядом,м/п окна,бр. дв,1992 г.п, накрыт шыфером,10 мин.от остановки.
Жил;0;уч;;кор;Черняховского;50000;Нет;;29715;.;;;;9 сот(4,5 сот прив, 4,5 сот в аренде на 25 лет), коммуник рядом,можно под офис
Биз;0;нефтебаза;;при;Черняхов;1400000;оля;оля;29818;.;400,00;;;5000 тонн, с разрешением, своя ж/д ветка,реконструция была в 2008 г,3,5 га земли.
Биз;0;к/н;;при;Бараши;36000;оля;оля;29819;.;7000,00;;;завод,10 га,произв помещ-я,7000 кв м,адм здан,магазины, клубы,асф, свет
Биз;0;склад;;при;Яблонець;69000;оля;оля;29820;.;1020,80;;;ж/д рампы,газ подстанция, пожар водоем, 0,8 га земли,котельня.
Жил;3;9/9;к;ц;Шелушкова;52000;Нет;;29825;р;71,60;39,50;8,20;не угл, гор вода, 2 лодж застек, 1-а с кухней, с/у разд, паркет, норм сост.
Жил;3;1/9;п;ц;Мануильского;70000;оля;;29829;р;63,20;38,50;7,00;не угл, с/у разд, лодж застек, жил сост,а/о, м/п окна.
Жил;3;9/9;п;ц;Л.Украинки;85000;оля;;29830;р;63,80;39,00;8,00;не угл, балк, лодж заст и общ дерев, плитк, столярк, подвал, отл сост, с мебелью.
Жил;3;9/9;п;па;Шевченко;42000;;;29848;р;64,00;38,00;9,00;не угл, бл/з, с/у разд, нов столяр, кафел, хор сост.
Жил;3;4/9;п;ц;Домбровского;58000;;;29864;р;62,50;37,50;8,00;не угл, б,л/з, м/п окна, с/у р, колон, рем.
Жил;3;9/9;п;пол;Витрука;43000;Нет;;29870;р;67,00;40,00;8,00;не угл, балк заст, хор сост.
Жил;3;3/5;к;ц;Киевская-Театральная;120000;;;29905;р;86,00;56,70;11,00;не угл, колон, б/з, жил сост,Н-3м.
Жил;3;5/10;к;ц;Киевский  пер;180000;Нет;;29932;р;73,60;40,20;13,00;угл, новостр, дизаин, ремон, б/з, с мебелью и бытов техн, автон отопл.
Жил;3;9/9;к;кор;Черняховского;65000;Нет;;29947;р;68,00;48,00;;жил сост.
Жил;3;2/5;к;ц;Шелушкова;70000;лена;;29973;р;65,00;50,00;6,50;не угл, б/з, колон, еврорем, авто отоп
Жил;3;5/5;к;кор;И.Богуна;57000;;;29999;р;78,00;49,00;6,00;угл, колон, 2 б/з, с/у р, жил сост, кладовка, мп окна, счетч
Жил;3;9/9;п;кро;Щорса;58000;оля;оля;30057;р;63,00;40,00;8,00;не угл, лодж застек, балк, с/у р, жил сост.
Жил;3;1/9;п;ц;Мануильского;45000;;;30072;р;65,00;40,00;8,50;не угл, б/з, с/у р, нов кафел, мп окн, хор космет рем, кладовка, погреб.
Жил;6;дом;к;бог;Гаражная;200000;Нет;;30107;.;240,00;;;новый дом, 10 сот, гараж 50кв м, 2с/у, мп окна, 380 ВТ, скважина, рядом озеро, лес, хоз. постр.
Жил;3;ч/д;к;ц;Леваневского;60000;;;30114;.;60,00;30,00;11,00;2 сот, все удобства, отдел двор, 2-а вход, х/с, высок потол, с/у см, колон, ремонт.
Жил;5;дом;к;при;Заречаны;115000;;;30119;.;130,00;95,00;14,00;8 сот прив.земли, все коммун, ремонт,хор забор,возле леса.
Жил;6;дом;к;бог;Сабурова;130000;Нет;оля;30122;.;180,00;90,00;;2 вх,2 эж недостр,1 эт жил,авто отоп,2 кух,2 ванны,2 туалета,хозпостр,8 сот прив,выгреб яма,коммун
Жил;3;1/9;к;пол;Космонавтов;51000;Нет;;30215;р;70,00;46,00;9,00;н/у, бойлер,с/у разд,нов.сант,душ.кабинка,дер.столярка,нов.стол.
Жил;4;дом;к;смо;Саенко-Тычины;50000;;;30218;.;92,00;;;2--ый новострой,м/п окна,брон.дверь,1-этаж закон.жилой,2-эт.-мансарда,все уд-ва,газ возле дома9 сот.
Жил;5;дом;д;при;Тетеревка;150000;;;30300;.;;;;в р-не новостроек,на 1 эт.-гараж,все уд-ва,отопление,газ,центр.вода,10 сот земли,баня,бассейн.
Жил;1;8/9;п;бог;Клосовского;40000;;;30337;.;40,00;18,00;9,00;не угл,лодж застек, с/у разд, бойлер, бр дв, проект на автон отопл, хор сост.
