Бизнес;К;Эт/эт;М;Рай;Улица;Цена;Реклама;Агент;ID;Комн;Общ;Жил;Кух;Описание
Жил;0;уч;;при;Тетеревка;21000;Нет;;24930;.;;;;11 сот, коммуник рядом, стор реки
Биз;0;склад;к;па;Заводская;180000;юра-а;юра;24948;.;650,00;;;35 сот, подстанция, ограждено,офис 100 кв.м.
Жил;3;дом;;при;Сингуры;25000;;;25047;см/р;57,00;50,00;6,00;пенобл/кирп, газ, колодец,жил.сост, 25 сот прив.земли.
Жил;5;2/5;к;пол;Кибальчича;232500;Нет;;25200;р;155,00;80,00;32,00;2-х ком и 3-х ком.кв, не угл, авт отопл, 4 лодж заст, еврорем, полы с подогр, пл окна, встр кух
Жил;2;5/5;п;ц;Львовская;40000;;;25204;см;47,00;31,00;6,00;не угл, колонка, балк заст, рем, нов сантех и стол, встр кух
Жил;2;2/2;к;ц;Победы;38000;;;25480;см;44,00;30,00;12,00;угл, без балк, газопеч отопл, пл окна, без канализ
Жил;3;ч/д;;ц;Якира;55000;;;25583;.;70,00;;14,00;1/2 дома, отд двор, газ, вода. туал на ул, лет кух,13 сот прив.земли.
Жил;5;дом;к;при;Пряжев;65000;;;25585;.;145,00;76,00;24,00;недострой,стяжка,18 сот прив.земли,+хоз.дом 6*10м,газ,эл-во,вода на уч,кап.забор.
Биз;3;офис;к;ц;Пушкинская -А.Щастного;160000;;;25590;.;80,00;;;2 с/у, офисный ремон, домофон, ролеты, кондицион, охран сигнализ, парков авт, разр на достр 110м.кв
Жил;4;дом;к;мал;Чкалова;90000;;;25597;.;150,00;110,00;20,00;2-й этаж-готов, 1-й - без вн.работ,5 сот, газ вода канализация.
Жил;0;уч;;при;Олиевка (Молодежная);14000;;юра;25613;.;;;;20 сот, газ, свет рядом
Жил;0;уч;;при;Камянка;8000;;юра;25614;.;;;;20 сот, газ, свет, хор подъезд
Жил;3;2/2;к;ц;Победы;50000;Нет;;25668;см/р;65,20;43,00;8,20;н/у, с/у разд,жилое сотояние, кв холл, 3 окна на дорогу, можно под офис,двор на кодовый замок.
Биз;0;готель-рес;к;кор;Черняховского;900000;;юра;25738;.;1200,00;;;без внутр работ, 40 сот (20-приват), 2 ресторанных зала, стоянка, возм аренда-20у.е./м.кв
Жил;5;дом;к;при;Заречаны (Лысовий провул);60000;;;25969;см/р;110,00;;9,00;3 сот, колодец, котел, веранда, хор сост
Жил;0;уч;;кро;Гормолзавод;40000;Нет;;26033;.;;;;10 сот, 25х40
Жил;5;2/4;к;ц;Восточная;100000;Нет;;26071;р;96,40;70,00;12,00;выкуплены в общежитии 5 комнат (1/2 секции), не угл, колонка
Жил;2;ч/д;к;ц;Красного креста;35000;;;26493;см;39,00;27,00;8,00;отд двор, 2 сот, все удоб, 1/5 дома. жил сост, сарай
Жил;5;2/4;к;при;Гуйва;57000;тамар-а;тамар;26499;р;100,00;;15,00;СТ, не угл, авт отопл,гараж.
Жил;0;уч;;при;Пряжев;15000;;юра;26642;.;;;;15 сот, р-н электростанции
Жил;0;уч;;при;Калиновка;14000;;юра;26643;.;;;;23 сот, газ, свет рядом
Жил;0;уч;;при;Тетеревка;45000;;;26670;.;;;;20 сот,под застройку, сторона реки,газ, свет рядом
Жил;0;уч;;кро;Парковая;20000;;;26954;.;;;;7 сот приватизировано + 3 сот в пользовании, газ, свет рядом.
Жил;1;1/2;к;па;Бородия;30500;Нет;;27279;.;32,00;21,60;6,00;угл, колонка, без балк, возм отд входа, пл окна, брон дверь, можно под офис
Жил;2;1/14;к;па;Бородия;55000;;;27151;р;58,00;30,00;9,00;не угл, бойлер, лодж заст, нов стол, паркет, можно под бизнес
Жил;0;дом;к;при;Пряжев;45000;;;27813;р;154,00;100,00;9,00;блок/кирп, 10 сот прив.земли, газ рядом, накр коробка, окна, двери, хор подъезд,пруд.
Жил;0;уч;;при;Тетеревка;15000;Нет;;28134;.;;;;10 сот, под застрой,р-н Интерстиля.
Жил;0;уч;;при;Соколовский массив;4000;;тамар;28553;.;;;;4,5 сот, фундамент с гаражом, газ ведут,кирпич.сарай и с/у.
Жил;0;база;;мар;Баранова;100000;;юра;28596;.;150,00;;;8,5 сот, все коммун, фасад
Жил;0;уч;;кро;Гормолзавод;37000;Нет;;28609;.;;;;10 сот, 25*40м,под застрой,коммун рядом.
Жил;0;уч;;при;Скоморохи;8000;;;28625;.;;;;8,25сот, под застройку,рядом свет, газ, лес, речка, тел линия.
Жил;3;дом;к;мар;Киевское шоссе;130000;;тамар;28669;см/р;98,00;60,00;10,00;8 сот, газ, котел, колод, туалет во дворе, гараж, под магазин, офис
Жил;0;база;;при;Черняхов;150000;тамар-а;тамар;28672;.;300,00;;;нефтебаза, 36 сот, 7 контейнер для нефти, админ здание 200 кв.м, ж/д ветка.
Жил;3;2/2;к;ц;Шелушкова;48000;Нет;;29990;р;57,80;37,10;6,40;не угл, балк нет, с/у разд, нов сантех, счетч, косм рем.
Жил;2;дача;к;при;Тетеревский массив;13000;Нет;;28839;.;;;;"кооп ""Междуречье"",12 сот прив.земли,утеплён,печь,беседка 6*3м,летн.кухня с печью,душ,с/у,ограждено."
Жил;0;уч;;при;Тетеревка;16000;Нет;;28860;.;;;;12 сот, все коммун, сторон реки.
Жил;0;уч;;при;Тетеревка;30000;;;28882;.;;;;10 сот, газ, свет, сторона реки.
Жил;5;дом;;мал;Якира;95000;;;28928;.;372,00;;;7 сот, п/бл, без внутр раб, можно планиров комн, мпо, брон двер, череп, коммун ряд.
Жил;2;дом;;при;Лука (Генерала Вахнюка);16000;;;28968;.;40,00;;;Старій,нужен ремонт,42 сот, дерев, газ, колод, сарай, река, живоп место.
Жил;0;уч;;при;Буки;50000;;;29048;.;;;;50 сот прив.земли, под застройку, все ком-ции рядом.
Жил;2;ч/д;к;мар;Смаковский 1 пер;22000;;;29215;.;32,30;;6,00;газ, колодец,5 сот,возможно отделиться.
Биз;0;к/н;;кор;Черняховского;160000;юра-а;юра;29341;.;240,00;;;все коммун, под офис, магазин, нежил фонд.
Биз;3;к/н;к;ц;Киевская;450000;;;29388;.;120,00;;;нежилой фонд, три однокомн кварт, 2-е на 1эт, 1-а на 2, под банк, офис, магазин.
Жил;0;уч;;кро;Зоряна;12500;;;29527;.;;;;10 сот, все коммун, фундам.
Жил;1;9/9;к;пол;Кибальчича;23000;;;29563;МС;33,00;18,00;5,50;МС, не угл, лоджия заст, с/у см, легкий косм рем.
Жил;3;дом;к;при;Гадзинка;9000;Нет;;29599;р;62,40;50,00;12,00;50 сот, коридов, веранда, погреб, хозпостр, ж/д, без рем
Жил;2;4/4;к;ц;Черняховского;52000;;;29687;.;58,00;35,00;12,50;"балк не застек, без колон, не угл, жилон сост, р-н ""Эко"",окна во двор."
Жил;3;9/9;к;ц;Шелушкова;50000;;;29825;р;71,60;39,50;8,20;не угл, гор вода, 2 лодж застек, 1-а с кухней, с/у разд, паркет, норм сост.
Жил;3;5/5;к;ц;Черняховского;52000;Нет;;29826;р;72,00;55,00;6,00;не угл, колонк, балк застек, с/у разд, жил сост, кафель, врзм перепланир.
Жил;3;5/5;к;ц;Московская-Котовского;60000;;;29832;см/р;63,00;45,00;8,50;не угл, бойлер, новая столяр, сантех, мп окн, жалюзи.
Жил;3;3/5;к;бог;Мира просп;70000;;;29840;р;64,00;41,00;8,50;ЧШ, не угл, колонк, мп окн, 2 балк заст, подготовл к рем, убитая.
Жил;3;4/4;к;при;Озерное;40000;;;29845;расп;60,00;37,00;6,00;не угл, колонка, б/з, кафель, норм сост.
Жил;3;9/9;п;па;Шевченко;48000;;;29848;р;64,00;38,00;9,00;не угл, бл/з, с/у разд, нов столяр, кафел, хор сост.
Жил;3;6/10;к;бум;Слободская;65000;Нет;;29858;р;74,00;53,00;9,00;угл, авто отоп, б,л/з, дуб мебель, х/р
Жил;3;4/9;п;ц;Домбровского;58000;;;29864;р;62,50;37,50;8,00;не угл, б,л/з, м/п окна, с/у р, колон, рем.
Жил;3;5/5;к;ц;Черняховского;60000;;;29869;см/р;50,00;;5,50;угл, колонк, балк заст. жил сост.
Жил;3;1/3;к;ц;Киевский 1 пер;20000;;;29872;.;51,00;;;1/4 кв, возм достр, автон отпл, окна на Киев, можно под офис.
Жил;3;2/9;к;ц;Победы;110000;;;29885;р;105,00;;14,00;новостр, не угл, мп окн, бр дв, 3 лодж застек, автон отопл на дом, евроремонт,под.потолки,кафель.
Жил;3;5/10;к;ц;Киевский  пер;170000;Нет;;29932;р;73,60;40,20;13,00;угл, новостр, дизаин, ремон, б/з, с мебелью и бытов техн, автон отопл.
Жил;3;2/5;к;ц;Шелушкова;75000;;;29973;р;65,00;50,00;6,50;не угл, б/з, колон, еврорем, авто отоп,переплан.
Жил;3;5/5;к;кор;И.Богуна;53000;;;29999;р;78,00;49,00;6,00;угл, колон, 2 б/з, с/у р, жил сост, кладовка, мп окна, счетч
Жил;3;6/9;п;па;Шевченко;50000;;;30014;р;71,20;40,00;9,00;не угл, бойл, гардер, встроен кухн, плита горение, нов стол и сантех, б,л/з, застек и утепл.
Жил;3;5/5;п;ц;Чапаева;36200;алла-а;;30032;см/р;48,00;33,00;5,50;угл, косм.ремонт, мп окна, колонка, бр дв, нов.сант. и столярка.
Жил;3;4/5;к;бог;Офицерская;80000;;;30054;р;58,00;42,00;6,00;лодж застек, колон, ремонт, с/у разд, хор сост.
Жил;3;5/9;к;кро;Народицкая;55000;Нет;;30066;р;74,00;46,00;10,00;угл, новостр,  без рем.
Жил;3;5/9;к;ц;Киевская;89000;;;30076;р;70,00;40,00;9,00;не угл, балк застек, автон отопл, еврорем.
Жил;0;уч;;при;Заречаны;16000;;;30094;.;;;;10 сот, все коммун.
Жил;3;ч/д;к;ц;Леваневского;55000;;;30114;.;60,00;30,00;11,00;2 сот, все удобства, отдел двор, 2-а вход, х/с, высок потол, с/у см, колон, ремонт.
Жил;0;уч;;смо;Коростышевская;15000;;;30207;.;;;;0,25га, свет, ровн, сухой, асфальт подьезд,проект на дом.
Жил;1;8/9;п;бог;Клосовского;40000;;;30337;.;40,00;18,00;9,00;не угл,лодж застек, с/у разд, бойлер, бр дв, проект на автон отопл, хор сост.
Жил;0;уч;;кро;Гормолзавод;28000;;;30340;.;;;;10 сот прив.земли, все коммун.рядом,20*15м.
Жил;0;уч;;при;Дениши;27000;тамар-а;тамар;30410;.;;;;2 участка, 15 и 12 сот, у дороги, в начале села, напротив реки.
Жил;4;дом;к;ц;Нефтяной пер;100000;;;30421;см/р;80,00;;15,00;все уд-ва,ремонт,выгр.яма,свет,газ,центр.вода,тел,кованные ворота,времянка,6 сот.
Жил;3;1/5;п;ц;Шелушкова/Котовского;47000;;;30705;р;63,00;44,00;5,50;с/у разд,кафель,колонка,кв.холл,б/л/з,тел,решётки,жил.сост,погреб,можно под бизнес,офис,банк.
Жил;2;ч/д;к;смо;Байко;25000;;;30759;см;32,00;25,00;8,00;1 сот, печное отопление, без газа, без воды, отдельн двор,возм.достройки.
Жил;3;1/5;к;бум;Станишовская площ;50000;;;30761;.;64,70;38,80;8,00;не угл, 2 б/з, централ гор вода, с/у р, косм ремонт.
Жил;0;уч;;кро;Выговского;16000;Нет;;30810;.;10,00;;;10 сот, газ, свет на участке.
Жил;0;уч;;кро;Гормолзавод;32000;;;30767;.;10,00;;;10 сот.прив.земли,ком-ции рядом.
Жил;3;3/5;п;ц;Московская;50000;Нет;;30817;см/р;56,00;;6,00;не угл, колонка, б/з, капит ремонт, пласт окна, бр двер, нов столяр, тепл пол, мебель.
Биз;0;база;к;ц;Жуйко;350000;юра-а;юра;30891;.;400,00;;;30 сот пр.земли, 2 склада, 320 кв м, офис 80 кв м, все коммун, огорожено, асфальтир.
Жил;6;дом;п;при;Заречаны;100000;гдв-а;гдв;30892;р;220,00;150,00;16,00;Новый дом,5 сот, все удобства, ограждено, скважина,газ,свет,тёплый пол,шпаклёвка,здан в эксплуатацию
Биз;0;кафе;;при;45 км от города;150000;;юра;30867;.;1000,00;;;2 зала, 1-й 220м банкетн, 2-й дискотека 330 м, летняя площадка 20 сот земли.
Жил;0;уч;;кро;Крошня;16000;;;30872;.;10,00;;;за переездом,  10 сот, ряд остановка.
Биз;3;1/5;к;ц;Шелушкова-Киевская;70000;;;31062;.;58,00;;;Под бизнес, угл., 1 окно на Киевскую ул.
Жил;3;дом;дк;ц;Ватутина - Пр. Мира;70000;;;31134;;60,00;;12,00;1992г.п,все уд-ва,паров.отопл,колодец,капит.гаражсад,хозпостройки,5 сот прив.земли.
Жил;0;уч;;смо;Смаковка;7500;;;31234;.;;;;10 сот прив.земли,под застройку,газ в 150м.
Биз;0;санаторий;;при;Троянов;310000;тамар-а;тамар;31284;.;800,00;;;Санаторий, 4-х єт. здание, все ком, 2 га зем, лес, речка,возможность охоты+админ.здание,евроремонт.
Биз;0;склад;;мар;Марьяновка;23000;тамар-а;тамар;31288;.;235,00;;;Склад, 8 сот земли
Биз;0;магазин;;бог;Богуния;65000;;тамар;31289;.;100,00;;;Магазин,все ком-ции,можно под мастерскую,склад.
Жил;1;дача;к;при;Соколовский массив;7900;тамар-а;тамар;31290;.;20,00;;;Кирп.здание, зимний вариант, 4,5 сот,
Жил;1;4/9;;пол;Полевая площ;14000;;;31424;общ;;14,00;;Комната в общ.,  жил. состояние.
Жил;0;уч;;при;Тетеревка;16000;;;31496;.;;;;Уч под застрой, 11 сот, документы готовы, угловой, хороший подъезд, рядом река, все ком.
Жил;3;5/5;к;ц;Домбровского;46000;;;31560;см/р;54,00;35,00;5,50;б/д, евроокна, счетчик воды, колонка, б/з, косм. ремонт.
Жил;2;ч/д;;при;Скоморохи;14000;;;31620;.;;;;сарай, газ, погреб, 30 сот приват. земли, рядом река.
Жил;2;дом;дк;при;Лука;17000;;;31632;р;68,00;;;жил.сост,газ, телефон, погреб, колодец, асфал. дорога, 36 сот приват. земли, сад.
Жил;3;2/9;п;ц;Домбровского;53000;;;31756;р;65,00;39,00;8,50;н/у, паркет, новая сантехника, бойлер, 2 б/з, хороший ремонт.
Жил;0;уч;;кро;Выговского;15500;;;31761;.;;;;13 сот прив.земли, все ком-ции.
Жил;0;уч;;па;Леваневского;250000;;;31771;.;;;;29 сот, под стр-во жилого мног-го дома, проэкт 16-эт-ки.
Жил;3;8/9;к;пол;Лукьяненко;49000;;;31976;р;61,00;36,00;10,00;2 л/з,с/у разд,жилое сост,н/у.
Жил;2;5/5;к;ц;Б.Бердичевская;100000;;;31983;.;;;;СТ, элитный дом, евроремонт.
Жил;0;уч;;при;Довжик;30000;;;32028;.;;;;13 сот, возле леса, ветхий дом, сарай, колодец, эл-во, рядом газ.
Жил;0;уч;;мал;Чкалова;45000;;;32242;.;;;;под застройку, 6 сот, фундамент,ограждено,рядом все ком-ции,рядом лес.
Жил;4;2/2;к;ц;Гагарина;85000;;;32262;см/р;78,00;;8,00;СТ, н/у, а/о, бойлер, счетчики воды, эл-ва, газа, м/п окна, б/з.
Жил;3;2/3;к;кро;Андреевская;38000;;;32271;.;54,00;35,00;6,00;угловая, с/у разд, б/з, а/о, колонка, сарай.
Жил;3;2/2;к;бог;Труда;50000;;;32288;.;54,00;38,00;6,00;ремонт, колонка, пол с подогревом,гараж, подвал.
Биз;1;под бизнес;к;ц;Мануильского;25000;;;32291;.;12,00;;;под бизнес, помещение, все уд-ва, ремонт, отд. вход.
Жил;3;1/2;к;бум;И.Гонты;35000;;;32420;см/р;46,00;35,00;5,00;финский домик, колонка, с/у разд,жил.сост.
Биз;2;1/2;к;ц;р-н м-на Каштан;40000;;;32452;.;30,00;;;под офис, ремонт, окна на дорогу.
Жил;0;уч;;при;трасса Киев-Житомир;30000;;;32461;.;;;;р-н Коростышева, 5га земли, под ОСГ.
Жил;0;уч;;кро;Выговского;12000;;;32448;.;;;;под застрой, 10 сот земли, газ, эл-во.
Жил;2;1/5;п;ц;Киевская-Восточная;35000;таня-а;;32539;.;48,00;;5,00;жилое сост, угл, во дворе,возмож.пристройки.
Биз;0;к/н;к;бог;Мира;70000;юра-а;юра;32561;.;369,50;;;помещение под производство, свет, вода, газ рядом, Н-3м, 5 сот земли.
Биз;0;к/н;;мар;Баранова;80000;;юра;32568;.;500,00;;;складские помещения, на територии кран, уч. 38 сот, цена 300у.е/1 кв.м.
Биз;0;к/н;;кор;Черняховского;400000;юра-а;юра;32577;.;376,60;;;спортивный комплекс, уч. 2,3 га.
Жил;3;5/5;п;ц;Московская;45000;алла-а;;32586;см/р;57,20;41,90;5,50;с/у совм, новая столярка, двойная входная дверь, колонка, счётчики на воду, н/у, жил.состояние.
Биз;0;к/н;;при;Коростышев;110000;юра-а;юра;32806;.;1800,00;;;база,админздание 500кв.м,склады 1300кв.м,все ком-ции,своя котельня,2,3га земли.
Жил;4;дом;д;при;Коростышев;38000;юра-а;юра;32807;.;70,00;;14,00;на 2 входа,хорошее состояние, газ,колодец,слив,10 сот прив.земли,летн.кухня,сарай,сад,рядом река,лес
Жил;0;уч;;при;Скоморохи;15500;;;32658;.;;;;7 км от Житомира,под застрой,10 сот,рядом военный городок,лес,река,ком-ции,остановка.
Биз;0;к/н;;бум;И.Гонты;40000;юра-а;юра;32879;.;200,00;;;под склад,бывшая столовая,5 сот, все коммуникации.
Жил;3;1/2;к;кро;Бялика;33000;;;33000;р;53,00;38,00;7,00;ремонт незавершон,а/о,рядом лес,озеро.
Биз;2;1/5;к;ц;Победы площ;40000;;;33038;см;42,00;;;колонка, под офис или магазин, без ремонта,н/у.
Жил;2;9/9;п;пол;Витрука;45000;;;33155;р;;;;хорошее состояние, колонка,б/з,с/у разд,м/п окна,бр.дверь.
Жил;0;уч;;при;Тетеревка;26000;;;33166;.;;;;10 сот прив.земли,рядом река,лес,ком-ции.
Жил;0;уч;;при;Глыбочица;14000;;;33182;.;;;;12 сот, под застрой, газ,эл-во рядом.
Жил;3;4/9;к;кор;Черняховского;60000;;0000;33211;р;75,00;65,00;11,00;б/л/з,обш.дуб.вагонкой,дуб.столярка,полы,хороший ремонт,угловая,с/у совм.
Жил;0;уч;;при;Буки, берег напротив Монастыря;40000;;тамар;33216;.;;;;40 сот, на берегу реки,под застройку,напротив Трегирского Монастыря.
Жил;0;уч;;при;Садки (возле трассы);3500;тамар-а;тамар;33224;.;;;;4,5 сот земли, квадратный,на уч.свет,рядом водоём,газ.
Жил;2;1/5;к;пол;Космонавтов;33000;;тамар;33301;см;32,00;22,00;6,20;н/у, с/у совм, колонка, жилое состояние,высокий цоколь.
Жил;2;дом;к;при;Городище;15000;;;33319;.;50,00;;12,00;финский домик,1975г.п,водопровод,газ рядом,25 сот прив.земли,центр,жил.сост.,сарай.
Жил;0;уч;;при;Заречаны;12000;;;33320;.;;;;центр,7,4 сот,можно под коммерцию,хороший подъезд,рядом все ком-ции,лес,2100у.е/сот
Жил;0;уч;;при;Заречаны;25000;;;33384;.;;;;уч под застрой, 25 сот (20 сот+5 сот),1000у.е/сот.
Жил;1;5/5;к;ц;Л.Украинки;30000;;;33438;МС;32,00;19,50;5,00;МС,брон.дверь,м/п окна,новая сант,б/з,колонка.
Жил;0;уч;;при;Буки;15000;;;33526;.;;;;25 сот прив.земли, под застрой, ком-ции рядом.
Жил;3;дом;;бог;Жукова;130000;;;33558;.;142,00;;;подвал-погреб,2 входа,все ком-ции,а/о,2-й эт.мансарда - незавершена,можно под бизнес.
Жил;0;дача;к;при;Труженик;14000;;;33567;.;;;;без вн.рябот,7*5м,двойная кладка,эл-во в доме,газ рядом,погреб,сарай,стройматериалы,4,5 сот земли
Жил;2;1/8;к;кро;Крошенская;51000;;;33571;.;48,00;22,00;10,00;встр.мебель,н/у,оргтехника,кабельное,бойлер,ремонт,новая пристр.14 кв.м,место под авто.
Жил;0;уч;;кро;Щорса;13000;;;33732;.;;;;10 сот,под застрой,все ком-ции рядом, 6 сот - 7800 у.е.
Жил;3;дача;к;при;Барашевский массив (ст.Иванов);21000;;тамар;33680;.;70,00;;;без отдельных вн.работ,скважина,выгр.яма,4,5 сот прив.земли,3 мин до остановки.
Жил;1;9/9;к;пол;Витрука;27000;;;33635;МС;30,00;18,00;5,00;МС,хороший ремонт, лоджия 6м,м/п окна,н/у,встроенная мебель.
Жил;1;ч/д;;мар;р-н Лектрав;40000;вт-а;;33637;.;32,00;;;газ,скважина,жилое состояние,отд.двор,10 сот под застрой.
Жил;2;2/5;п;пол;Селецкая;45000;юля-а;;33756;р;47,00;;8,50;б/з,большой коридор,новая сант,трубы,кафель,авт.отопл,подогрев полов,ремонт.
Жил;2;7/9;п;ц;Довженко;50000;;;33797;р;;28,00;9,00;евроремонт,угловая,бойлер,мебель,с/у разд
Жил;3;11/14;к;бог;Мира просп;43000;алла-а юля-а;;33811;р;72,00;42,00;8,00;хороший ремонт,балкон и лоджия застеклены,угловая,бойлер.
Жил;2;5/9;к;кро;Г.Потапова;38000;таня-а;;33813;р;44,00;26,00;6,00;встроеная кухня,с/у совм,бойлер,угловая,нет балкона.
Жил;2;1/3;к;ц;Ватутина;35500;;;33823;.;50,00;;;жилое состояние,колонка,окна выходят на дорогу,можно под бизнес.
Жил;0;уч;;при;Заречаны;20000;;;33872;.;;;;8 сот,под застрой,все ком-ции рядом.
Жил;3;1/2;к;ц;р-н музея Королёва;75000;;;33955;;65,00;;7,00;СТ,Н-3м,а/о,гараж,погреб,кап.ремонт,брон.дверь,стеклопакеты.
Жил;0;дом;к;при;Пряжев;80000;;;34034;.;160,00;;;новый,бел.кирпич,черновые работы,м/п окна,крыша-ондулин,15 сот,кап.забор,лес и река за уч.
Биз;3;1/2;;ц;Киевская;60000;;;34082;.;64,00;;;под бизнес,потолки 3,2м.
Жил;2;15/16;к;бог;Мира просп;55000;;;34107;р;73,50;31,00;13,00;Новострой, 2 л/застеклены,м/п окна,брон.дверь,бойлер,интернет,кабельное,квартира обшита деревом.
Жил;2;4/5;к;пол;Королёва;35000;;;34110;р;53,90;32,30;11,10;Новострой,сдан в 2006г,после строителей,счётчики,м/п окна,брон.дверь.
Жил;3;5/5;к;пол;Королёва;45000;;;34111;р;69,60;42,20;14,80;Новострой,сдан в 2006г,после строителей,счётчики,м/п окна,брон.дверь.
Жил;3;1/5;п;ц;Гагарина-1Мая;40000;;;34159;р;68,00;45,00;5,50;угловая,колонка,решётки,хорошее состояние,б/з,квадр.холл,можно под офис.
Жил;4;дом;к;бог;Красноармейская;95000;;;34214;.;;73,00;12,00;вода,газ,уд-ва на улице,9 сот земли,летн.кухня,сарай.
Жил;2;5/5;к;ц;Шелушкова;38000;;0000;34217;см;;;6,20;жилое состояние,балкон застеклён,колонка,с/у разд.
Жил;2;14/15;;кро;Ватутина;60000;;;34220;.;75,21;;;Новострой,дом ещё не здан в эксплуат,800у.е/кв.м, есть ещё 2 ком.кв. на 15 этаже.
Жил;2;8/9;к;пол;Полевая площ;16500;;;34299;общ;;31,50;;2 комн.в ОБЩ,ремонт,кухня на 5 человек, с/у на 2 человека.
Жил;0;дом;к;мал;Барашевская;200000;;;34303;.;600,00;;;2 входа,1-й эт.-цокольный,10 комнат,3с/у разд,а/о,все уд-ва,отл.сост,10 сот,сад,скважина,рядом река.
Жил;3;2/9;п;па;Шевченко;50000;;;34345;р;70,00;;8,40;жилое состояние,с/у разд.
Жил;3;1/9;п;бог;Польский Бульвар;55000;;;34465;р;71,00;;9,00;евроремонт,3 лоджии застеклены,3 подвала,горячая вода.
Жил;3;2/5;к;ц;Щорса;60000;;люба;34480;.;70,00;;;разр.на авт.отопление,жилое состояние.
Жил;5;дом;к;мал;Березовская;170000;;;34499;.;187,00;100,00;23,00;с нов.мебелью,отапл.гараж,терасса,евроокна,евроремонт,тёпл. полы,шифер,бел.кирп,5 сот зем,рядом лес.
Жил;2;5/14;к;па;Бородия;49000;;оля;34511;р;;30,00;8,50;хороший ремонт,нов.сант,стол,плитка,бойлер,лоджия заст,м/п окна,тел,тамбур,гардеробная.
Жил;3;10/10;к;ц;Победы;55000;;;34669;р;67,00;;;Дому 14 лет,тех.этаж,ремонт,м/п окна,ламинат,нов.сант,телефон, интнрнет.
