Бизнес;К;Эт/эт;М;Рай;Улица;Цена;Реклама;Агент;ID;Комн;Общ;Жил;Кух;Описание
Жил;2;ч/д;к;ц;Хлебная;57000;;;40117;р;;45,00;6,00;жил.сост,а/о,6 сот прив.земли,все уд-ва,отд.двор,50 лет дому,дом на 2 хоз.
Жил;1;1/2;к;бум;Бумажный пер;29000;;;40198;.;30,00;17,00;6,50;евроремонт,а/о,н/у,м/п окна,брон.дв,нов.сант,тел,мебель.
Жил;2;4/9;к;ц;М.Бердичевская;50000;;;40200;р;48,00;28,00;7,00;н/у,жил.сост.
Жил;2;8/10;к;кро;Народицкая;49000;;;40201;р;62,00;33,00;11,00;Новострой,после строителей,2 бол.балкона,угл.
Жил;1;5/5;к;ц;Короленко;35000;;;40215;.;46,00;26,00;9,00;н/у,ремонт,бойлер,с/у разд,б/н.з.
Жил;0;уч;;кро;Наливайко;12000;;;40216;.;;;;6,5 сот земли + 1 жил.комната, пристроена.
Жил;3;6/9;к;бог;Освобождения площ;55000;;;40227;.;79,00;39,00;9,00;жил.сост,2 лоджии заст,1 балкон,встр.шкаф,брон.дв,бойлер,тел.
Жил;3;1/5;п;пол;Циолковского;42500;;;40231;см/р;52,00;38,00;5,50;угл,хор.сост,м/п окна,решётки,б/з,а/о,нов.сант.
Жил;0;уч;;кро;р-н Агроколледжа;32000;;;40242;.;;;;10 сот прив.земли,угловой,рядом газ,вода,возм.обмен на квартиру.
Жил;3;2/2;к;бог;Максютова 3 пер;35000;;;40245;см/р;43,00;30,00;7,00;все уд-ва,евроремонт,м/п окна,встр.кухня,кондиционер,рядом лес,озеро.
Жил;3;2/5;к;ц;Короленко;52000;;;40265;см/р;50,00;;6,00;б/.н.з,жил.сост,а/о,с/у разд,угл,бр.дв,нов.сант,+гараж.
Биз;0;к/н;;ц;Восточная-Котовского;700000;;0000;40268;.;2150,00;;;Имущ.комплекс,0,80 га земли,фасад улицы,возм.аренда 49000 грн/мес.
Жил;0;дом;;ц;Якира;45000;;;40284;.;;;;6 сот, ф-нт 19*12,цокол.этаж.
Биз;0;к/н;;ц;Б.Бердичевская;400000;;;40285;.;350,00;;;на 1-м этаже-кафе,2 магазина,2 этаж-офис.помещение,мастерская,10 сот,проект на 5 этажей.
Жил;0;ч/д;дк;кро;Маршала Рыбалко;15000;;;40286;.;80,00;;;Недострой,без вн.работ,возм.отд.двор,2 сот прив.земли.
Жил;0;дача;;при;Новогуйвинск;38000;;;40287;.;;;;9*10м, ракушняк/кирпич,без вн.работ,печка,мансарда,колодец,газ рядом,свет,сад,асф.подъезд,10 сот.
Жил;1;4/9;к;ц;Бальзаковская;9800;;0000;40289;общ;;14,00;;н/у,косм.ремонт,с/у на 3 чел,кухня-на 6,м/п окно.
Жил;1;ч/д;дк;при;Слобода-Селецкая;9000;;0000;40290;.;24,00;16,00;8,00;без ремонта,свет,без уд-в,отд.двор,3 сот прив.земли.
Жил;0;уч;;при;Соколовский массив;5000;;;40292;.;;;;4,5 сот прив.земли,дерев.времянка.
Жил;3;дом;д;при;Перловка;29000;;;40293;.;;;;без ремонта,газ на уч,24 сот земли,рядом река.
Жил;0;уч;;при;Тетеревский массив;3000;;;40294;.;;;;9 сот земли,дачный домик,1 комн,кухня,сарай,колодец.
Жил;2;2/5;к;ц;Б.Бердичевская;40000;юля-а;;40295;р;46,60;30,30;5,20;н/у,жил.сост.,колонка.
Жил;2;дом;дк;при;Новорудня;35000;;;40296;.;50,00;;;40 г.п,30км от Житомира,вода,газ,все уд-ва,колодец,летн.кухня,баня,сарай,гараж,60 сот.
Жил;2;3/4;к;при;Озерное;27000;;;40297;см;47,00;28,00;6,00;хор.сост,н/у,с/у совм,колонка.
Жил;2;ч/д;;при;Сингуры;35000;;;40298;.;59,00;40,00;;20 лет дому,9 сот прив.земли,ремонт,возм.отд.двор.
Жил;3;4/5;к;ц;Замковая;65000;;;40299;р;80,00;;10,00;элитный р-н,н/у,без ремонта,б/н.з.
Жил;1;3/9;к;кро;Щорса;36000;;0000;40301;.;42,00;18,00;8,00;Новострой,дом ещё не здан в эксплуатацию,а/о,м/п окна,брон.дв,б/з,н/у, такая же квартира есть на 4эт
Жил;1;4/9;к;кро;Народицкая;45000;;0000;40302;.;65,00;38,00;9,00;Новострой,м/п окна,н/у,бр.дв.
Жил;0;уч;;при;Новоберезино;2500;;;40304;.;;;;Киевская трасса,10 сот прив.земли,за селом,без ком-ций.
Жил;2;2/4;к;ц;Щорса;51000;юля-а;;40305;.;47,00;;;студио,авт.отопл,евроремонт,м/п окна,мебель,быт.техника,ламинат.
Жил;2;дом;д;при;Старошейка;8000;;;40306;.;;;;33 км от Житомира,65 лет дому,летн.кухня,сарай,колодец,72 сот земли.
Жил;0;уч;;при;Клитчин;14000;;;40307;.;;;;14 сот неприв.земли,газ и свет рядом.
Жил;0;дом;;кро;Выговского;45000;;;40308;.;;;;60г.п,дому 3 года,ракушняк/сайдинг,все уд-ва,6 сот.
Жил;0;уч;;при;Барашевский массив;2500;;;40309;.;;;;4,5 сот прив.земли,вагончик,до остановки 5м.
Жил;3;ч/д;к;мар;Саенко;82000;;;40310;.;;;;10 лет дому,хор.ремонт,все уд-ва,отд.двор,а/о,паркет,1,5 сот,гараж.
Жил;2;ч/д;;ц;Мануильского;39000;;;40313;.;;;;Старый дом,отд.двор,газ,вода,свет,4,1 сот прив.земли,гараж.
Жил;0;уч;;при;Тетеревка;20000;;;40314;.;;;;10 сот, под застройку,у реки,леса,свет 380В,газ,центр.вода,документы готовы.
Жил;4;дом;к;смо;Коростенская;300000;;;40315;.;160,00;;;ремонт,дизайн уч,гараж,12 сот,летн.кухня,парилка,бассейн,теплица,погреб.
Жил;3;3/5;к;ц;Короленко;50000;;;40317;см/р;60,00;43,00;6,00;н/у,ремонт,брон.дв,м/п окна,нов.стол,кафель,колонка,,подвал.
Жил;3;4/4;к;при;Озерное;46000;;;40318;р;86,00;;;без ремонта,колонка.
Жил;4;дом;дк;пол;Королева;170000;;;40319;.;;;;м/п окна,вода,газ,тел,гараж,20 сот земли,ограждено.
Жил;0;уч;;при;Станишовка;20000;;;40320;.;;;;10 сот земли,2000у.е/сот,р-н дет.обл.больницы,под застройку.
Жил;0;уч;;при;Новогуйвинск;5500;;;40323;.;;;;4,5 сот прив.земли,все ком-ции рядом,газ,свет,времянка,вывезен бут 36т.
Жил;2;3/5;к;кро;Щорса;38000;;;40325;р;;;;без ремонта.
Жил;3;ч/д;;мар;Новогоголевская;50000;;;40326;.;;;;высок.цоколь,потолки 2,8м,капит.сарай,газ,свет,колодец,двор на 2 хоз.
Жил;2;дом;д;при;Песчанка;30000;;;40327;.;;;;старый,газ.и печн.отопл,свет,52сот,сарай,подсоб.помещения,остановка рядом.
Жил;3;4/5;п;пол;Кибальчича;50000;;;40328;см/р;65,00;;;угл,евроремонт.
Жил;0;дом;;при;Левков;0;;;40329;.;100,00;;;Недострой,вода,свет,15 сот прив.земли,утв.проект достройки,стройматериалы,цена договорная.
Жил;0;дом;;при;Левков;18000;;;40330;.;;;;20 лет дому,жил.сост,газ рядом,25 сот,рядом лес,став.
Жил;2;1/9;п;ц;Шелушкова;40000;таня-а лена-а;;40332;р;51,00;30,00;9,00;хор.сост,с/у разд,кафель,б/з,подвал,бойлер.
Жил;2;дом;д;при;Очеретянка;5500;;;40333;.;52,00;;;жил.сост,60 сот земли,сад.
Жил;2;дом;д;при;Вильск;12000;;;40336;.;;;;колодец,сарай,сад,крас.место,70 сот.прив.земли.
Жил;2;3/9;к;пол;Огиенко;25000;;;40337;МС;42,00;31,00;;МС,жил.сост,кухня на 2 семьи.
Жил;1;1/5;к;при;Черняхов;22000;;;40339;.;39,00;;;нужен ремонт,м/п окна,брон.дв.
Жил;0;уч;;при;Барашевка;4000;;;40341;.;;;;14 сот прив.земли,под застройку.
Биз;0;к/н;;ц;А.Щастного;69000;;;40342;.;46,00;;;магазин.
Жил;4;дом;к;при;Кодня;50000;;;40343;.;100,00;;;центр,м/п окна,гараж,6 сот прив.земли,15 сот под ОСГ.
Биз;0;к/н;;кор;Черняховского;70000;;;40344;.;120,00;;;магазин,возм.разд,под непрод.товары,выведено с нежилого фогнда.
Жил;3;2/2;к;бог;Максютова;36000;;0000;40345;см/р;60,00;;8,00;бетон.перекрытия,н/у,без уд-в,место под с/у,газ,счётчик,вода у соседей,м/п окна.
Жил;0;уч;;при;Харьков;12000;;;40349;.;;;;6 сот, под застройку.
Жил;1;5/9;к;ц;Бальзаковская;9500;;0000;40354;общ;;15,00;;ОБЩ, косм.ремонт,балкон,с/у на 2 сем.
Жил;3;5/5;к;ц;Московская;40000;;;40355;см/р;57,00;40,00;5,50;угл,жил.сост.,б/н.застеклён.
Жил;0;дом;;при;Глыбочица;120000;;юля;40356;.;160,00;;;90% готовн,авт.отопл,полы с подогревом,камин,2с/у,балкон,все уд-ва,13 сот пр.земли.
Биз;0;уч;;смл;Смолянка;110000;;люба;40357;.;;;;10 сот земли,под коммерцию,автозаправку.
Жил;1;8/9;п;па;Шевченко;32000;таня-а;;40358;.;36,00;20,00;7,00;м/п окна,б/з,ниша,нов.сант,кафель,косм.ремонт,шкаф-купе,встр.кухня.
Жил;0;уч;;при;Дениши;13000;;;40361;.;;;;15 сот прив.земли,рядом река,газ,вода.
Жил;2;дом;;при;Дубовец;20000;;;40362;.;60,00;;;20 км от Житомира,колодец,50 сот земли,летн.кухня,погреб,сарай,сад.
Жил;2;дом;дк;при;Калиновка;45000;;;40365;.;55,00;;;60г.п,сарай,колодец,газ,40 сот земли,рядом ручей,остановка.
Жил;3;дом;д;при;Левков;28500;;;40366;.;;;;жил.сост,колодец,молодой сад,40 сот прив.земли,лес рядом,огород выходит к речке,документы готовы.
Жил;3;дом;к;при;Садки;57000;;;40367;.;85,00;;;11 лет дому,газ.отопл,ванная,тел,летн.кухня,гараж,погреб,колодец,копанка,сад,55 сот пр.земли.
Жил;2;дом;;при;Глыбочица;40000;;;40370;.;51,00;;;шлакоблок,40 лет дому,жил.сост,без газа,17 сот прив.земли,фрукт.сад.
Жил;3;5/9;к;пол;Лукьяненко;45000;алёна-а;;40371;р;61,00;36,00;7,00;начат ремонт,нов.сант,с/у разд,н/у.
Жил;1;2/2;к;бог;Жукова;17000;;;40373;общ;;17,00;;Общ,кухня и с/у на 2 сем,газ.и печн.отопл,гараж с погребом.
Жил;0;уч;;при;Левков;27000;;;40374;.;;;;2 уч. 14+10 сот,центр,возм.по отлельности,разр.на застройку,проект,газ на уч,50м река.
Жил;0;уч;;при;Тригирье;19000;;;40375;.;;;;21,5 сот прив.земли,под ОСГ,часть огорода,газ,рядом лес,речка.
Жил;3;дом;;при;Троянов;16000;;;40376;.;72,00;;;хор.жил.сост,бойлер,ванная,газ,вода в доме.
Жил;3;дом;д;при;Левков;17500;;;40378;.;60,00;;;жил.сост,сарай,летн.кухня,погреб,28 сот прив.земли,лес,река рядом,газ и вода рядом.
Жил;4;дом;к;при;Дениши;60000;;;40379;.;95,00;;;87г.п,авт.отопл,высокие потолки,с/у в доме,газ,колодец,жил.времянка,хозпостройки,30 сот,лес,речка.
Жил;2;дача;к;при;Бобровский массив;20000;;;40380;.;;;;Зимн.вариант,18 сот земли,сад,огород,копанка,пенюотопл,мебель,быт.техника,душ.
Жил;1;6/9;к;кро;Щорса;32000;алёна-а юля-а;;40381;.;39,00;20,30;8,00;н/у,б/з,хор.сост.
Жил;2;ч/д;;мар;Саенко;18000;;;40383;.;27,00;12,60;9,00;3 сот земли,без уд-в,отд.двор.
Жил;1;4/5;к;бог;Офицерская;36000;;0000;40384;;37,00;19,00;8,00;Новый дом,евроремонт,ламинат,м/п окна,нов.стол,окна в лес.
Жил;2;ч/д;к;ц;Путятинская;50000;;;40386;.;47,00;;;отд.двор,сад,сарай,летн.кухня с погребом.
Жил;0;уч;;при;Писки;7000;;;40388;.;;;;25 сот прив.земли,ветхий дом,сарай,2 погреба,сад,100м до речки,тел,газ рядом.
Жил;0;дом;к;мал;Островского 1 пер;70000;;;40389;.;150,00;90,00;10,00;Новый дом,кирпич/пеноблок,с/у 9кв.м,гараж,все уд-ва,автон.газо-,электроотопл,3 сот,2этаж не оконч.
Жил;0;уч;;при;Солнечное;13000;;;40390;.;;;;2 уч. 24 сот,под садоводничество- 6500 у.е, 15 сот,под застройку-6500 у.е.
Жил;0;дом;дк;бог;Красноармейская;100000;;;40391;.;;;;все уд-ва,ремонт,газ.отопл,кан-ция,выгр.яма,10 сот,времянка,гараж,забор.
Жил;4;дом;к;бог;Максютова;75000;;;40392;.;100,00;;;90г.п,жил.сост,колодец,без уд-в,8 сот,хозпостройки,ьаня,асф.двор,рядом река,лес.
Жил;0;уч;;при;Тетеревка;11000;;;40394;.;;;;10 сот,хор.место,рядом газ,свет,р-н Интерстиля,1000 у.е/сот.
Жил;0;уч;;при;Тетеревка;12000;;;40395;.;;;;12 сот,под застройку,сторона реки,все ком-ции рядом.
Жил;0;уч;;при;Барашевский массив 2;3000;;;40396;.;;;;4,5 сот прив.земли,частично ограждён.
Жил;1;дом;;бог;Максютова;20000;;;40397;.;;18,00;;Старый,жил.сост,низкие потолки,отд.двор,газ,свет,колодец,2,8 сот прив.земли.
Жил;0;дача;;при;Соколовский массив;4000;;;40398;.;;;;4,5 сот прив.земли,рядом лес,река.
Жил;2;дом;;при;Гулянка (Коростенский р-н);10000;;;40400;.;;;;пар.отопл,газ 50м,60 сот прив.земли,документы.
Жил;0;дом;;при;Коростышев;65000;;;40401;.;170,00;;;Недострой,мансарда,совр.проет,2009г.п,8 сот прив.земли,колодец,газ рядом,строили для себя.
Жил;5;дом;к;при;М.Кошарища;25000;;0000;40429;.;148,00;;;15 км от Житомира,2003 г.п,колодец,газ рядом,жил.сост,гараж,25 сот прив.земли,рядом лес,речка.
Жил;0;дом;к;при;Черняхов;45000;;;40430;.;;;;Новый,паркет,отопл.нет,гараж,летн.кухня,колодец,погреб,20 сот земли.
Жил;0;дом;;при;Тетеревка;245000;;;40432;.;;;18,00;80% готовности,гараж на 2авто,все ком-ции,30 сот,сад,выход на терассу,кирп.забор,рядом речка.
Жил;3;7/9;к;ц;Л.Украинки;62500;;0000;40437;р;73,00;45,00;9,00;хор.жил.сост,а/о,кухян с нишей,кафель,паркет.
Жил;0;уч;;при;Антоновка (Коростышевский р-н;0;;;40438;.;;;;25 сот прив.земли,все док-ты,под застройку,лес,речка.
Жил;0;уч;;смо;Коростенская;21000;;;40439;.;;;;10 сот,под застройку + 10 сот под ОСГ, 5000 у.е.
Жил;0;уч;;смо;р-н Аэропорта;6000;;;40440;.;;;;10 сот земли, под ОСГ.
Жил;0;уч;;при;Камянка;28000;;;40442;.;;;;28 сот земли,прив,старый дом,газ и вода рядом.
Жил;1;6/9;к;пол;Витрука;24000;алёна-а инна-а;;40444;МС;24,00;12,00;4,40;МС, угл,тел,бойлер,счётчики,бол.лоджия заст,утеплена,хор.сост.
Жил;0;уч;;при;Соколовский массив;6000;;;40445;.;;;;10 сот прив.земли,ухожен,2 метал.вагончика,колодец.
Жил;2;6/6;к;ц;Короленко;38000;;;40448;р;54,60;32,00;8,00;жил.сост.
Жил;3;4/5;к;ц;Гагарина;45000;;0000;40449;см/р;55,00;;;жил.сост,возм. с гаражом.
Жил;4;дом;к;ц;Л.Толстого пер;75000;;;40450;.;65,00;;14,00;60 г.п,жил.сост,все уд-ва,7 сот земли,вода,тел,отопл,летн.кухня.
Жил;0;уч;;при;Междуречье;10000;;;40451;.;;;;18 сот прив.земли,(12+6),под застройку.
Жил;1;5/5;к;ц;Бальзаковская;11500;;;40452;общ;;14,00;;Общ, без балкона,м/п окна,брон.дв,кухня на 6 семей,с/у на 2 семьи,кладовая.
Жил;0;дом;;при;Козиевка;12000;;;40453;.;;;;20 сот земли,сад,рядом река,лес.
Жил;0;уч;;при;Троянов;8000;;;40454;.;;;;22 сот прив.земли, берег реки,под застройку,свет,газ.
Жил;2;4/4;к;ц;Старый Бульвар- Б.Бердичевская;55000;;;40455;р;58,00;;9,00;СТ, н/у,жил.сост.
Жил;0;уч;;при;Соколовский массив;4500;;;40456;.;;;;5 сот прив.земли, дачный.
Жил;4;6/9;п;бог;Маликова;60000;;;40460;р;85,00;55,00;8,50;квадр.холл,хор.сост,м/п окна,н/у.
Жил;0;уч;;при;Глыбочица;12000;;;40461;.;;;;10 сот земли,под застройку,ровный,сухой,прямоугол,среди застроек.
Жил;0;уч;;при;Буки;0;;;40462;.;;;;50 сот земли,все ком-ции,цена договорная.
Жил;0;уч;;при;Тетеревка;30000;;;40463;.;;;;16 сот земли,вдоль дороги,возм.под ком-цию,фасад 30м.
Жил;0;дача;к;при;Соколовский массив;9500;;;40465;.;;;;высокий цоколь,без вн.работ,окон и дверей нет,4*5м,4 сот земли,центр.
Жил;0;уч;;при;Клитчин;12500;;;40467;.;;;;12 сот прив.земли,под застройку,свет,газрядом,р-н новостроек.
Жил;0;уч;;смо;р-н Аэропорта;26000;;;40468;.;;;;10 сот, гараж 7*7м,колодец,свет,газ в 2м,ф-нт 13*17м.
Жил;0;уч;;при;Калиновка;18000;;;40469;.;;;;22 сот прив.земли,под застройку,ф-нт,все ком-ции рядом.
Жил;0;уч;;при;Пряжев;11000;;;40470;.;;;;10 сот прив.земли,под застройку,газ,свет рядом,ровный,в лесу.
Жил;4;дом;к;ц;Болгарская;120000;;;40472;.;77,00;;;89 г.п,центр.вода,а/о,11 сот земли+на уч.недострой,крытая коробка 12*8м.
Жил;0;уч;;при;Студеница (Коростышевский р-н);7000;;;40474;.;;;;13 сот,под застройку,свет,газ,центр.
Жил;4;дом;к;при;Старошейка;21000;;;40475;.;;;;30 км от Житомира,газ,вода,баня,25 сот,рядом речка.
Жил;0;уч;;при;Камянка;10000;;;40476;.;;;;9 сот земли,под застройку,рядом газ,свет,лес,озеро.
Жил;0;уч;;при;Дубовец;2000;;;40477;.;;;;5 сот земли,дачный.
Жил;0;уч;;смо;Смаковка;12000;;;40478;.;;;;12 сот,под застройку,р-н новостроек,1000у.е/сот.
Жил;3;дача;к;при;Давыдовский массив;12500;;;40479;.;;;;7*6м,газ,колодец,9 сот земли.
Жил;0;уч;;при;Лещин;12000;;;40480;.;;;;32 сот земли.
Жил;2;ч/д;;бог;Карьерный пер;50000;;;40481;.;63,00;;;все уд-ва, 1,5 сот земли,отд.вход.
Жил;0;уч;;при;Тетеревка;7500;;;40482;.;;;;10 сот,р-н Интерстиля,25*40м.
Жил;3;ч/д;к;ц;Домбровского;29000;;;40483;.;;30,00;10,00;жил.сост,газ в доме,место под с/у,общ.двор,возм.отделить.
Жил;0;дача;;при;Новогуйвинск;12000;;;40484;.;;;;крытая коробка,5 сот прив.земли.
Жил;0;уч;;при;Междуречье;3000;;;40485;.;;;;дачный.
Жил;0;уч;;при;Новогуйвинск;10000;;;40486;.;;;;6 сот земли,дачный,рядом газ,хозпостройки.
Жил;0;уч;;при;Слобода-Селец;18000;;;40487;.;;;;10 сот земли,под застройку,газ,свет.
Жил;1;2/2;к;ц;А.Щастного;17000;;0000;40489;.;35,00;23,50;10,00;СТ,колонка,газопечн.отопл,н/у,тел,жил.сост.
Жил;2;2/2;к;ц;Киевская;42000;;оля;40490;см;;;5,00;СТ, без балкона,ремонт,душ.кабинка,возм.под бизнес.
Жил;4;8/9;п;бог;Польский Бульвар;56000;лена-а;;40493;р;86,00;;9,00;ремонт незаконч,а/о,м/п окна,б/л/з.
Жил;4;ч/д;к;мар;Новогоголевская;45000;;0000;40495;см/р;70,00;46,00;;жил.сост,в кухне нужен ремонт,все уд-ва,3,5 сот земли,отд.двор.
Жил;2;ч/д;к;па;Бородия-Гоголевская;51500;;0000;40496;р;;30,00;8,00;1/2 ч/д,все уд-ва,отд.двор,Н-3,20,центр.вода и кан-ция,хозпостройки,5 сот земли.
Жил;3;ч/д;дк;па;Мануильского-Гоголевская;52000;;0000;40497;.;;;;1/2 ч/д,2 входа,все уд-ва,отд.двор,центр.вода и кан-ция.
Жил;0;уч;;при;Дениши;3000;;;40502;.;;;;10 сот, газ,свет,под садоводничество,300 у.е/сот.
Биз;0;уч;;кро;Г.Потапова;75000;;;40503;.;;;;30 сот под торговый центр,все городские коммуникации,хор.подъезд,аренда на 5 лет.
Биз;0;уч;;при;трасса Киев-Чоп;0;;;40504;.;;;;от 1 до 17 га,600м фасада,скважина,свет,рядом гостин-ресторан.комплекс,под коммерцию,330у.е/сот.
Биз;0;уч;;при;10 км от Житомира;145000;;;40505;.;;;;3,38 га,под ком-цию.
Биз;0;уч;;при;трасса Житомир-Винница;155000;;;40506;.;;;;1,41 га,все ком-ции,центр.кан-ция,под ком-цию.
Биз;0;уч;;при;Житомир-Выступовичи;105000;;;40507;.;;;;2 га,фасадный,под супермаркет,пром.объекты,склад.комплекс.
Биз;0;уч;;ц;Б.Бердичевская;60000;;;40508;.;;;;5 сот,под стр-во 2-х этаж.торг.центра площадью 1500кв.м.
Биз;0;уч;;ц;Театральная;350000;;;40509;.;;;;3 сот, под многоэтаж.стр-во,аренда на 5 лет.
Жил;0;уч;;при;трасса Житомир-Нов.-Волынский;50000;;;40510;.;;;;2 уч. - 4,15 и 4,28 га, под ОСГ.
Биз;0;уч;;при;Малин;70000;;;40511;.;;;;70 сот, статус действ.рынка,газ,свет,под торг.центр,супермаркет.
Биз;0;уч;;при;Брусиловский р-н;0;;;40512;.;;;;20 га земли,рядом лес,озеро,под ком-цию,под ОСГ,300 у.е/сот.
Биз;0;к/н;;кро;Щорса;220000;;алёна;40513;.;156,00;;;действ.магазин,газ.отопл,с/у.
Жил;0;дача;;при;Березовский массив;7000;;;40556;.;;;;10 сот прив.земли,вдоль дороги Киев-Чоп,хор.подъезд,кирп.сарай,возм под ком-цию.
Жил;0;уч;;при;"Кооп ""Мотор""";10000;;;40558;.;;;;10 сот прив.земли,25*40м,ровный,сухой,свой,рядом газ,свет.
Жил;0;уч;;при;Давыдовский массив;4000;;;40559;.;;;;8 сот прив.земли,обработан,газ,свет в 50м,рядом остановка.
Жил;4;5/9;к;ц;Шевченко;60000;;;40560;р;;;;н/у,жил.сост.
Жил;1;4/4;к;при;Денеши;20000;;;40561;.;40,00;16,00;6,50;хор.жил.сост,брон.дв,л/з,а/о.
Жил;0;уч;;при;Станишовка;43000;;;40562;.;;;;38,5 сот прив.земли,под застройку.
Жил;2;дом;к;при;Вертокиевка;20000;;;40563;.;;;;нужен ремонт,газ рядом,колодец,10 сот земли,сарай.
Жил;0;уч;;при;Олиевка;17000;;;40564;.;;;;17 сот прив.земли,газ,колодец,план на дом.
Жил;1;2/2;к;па;Бородия;16000;;;40565;комун;;18,00;;Комн.в комун.квартире,нов.стол,с/у и кухня 3 комнаты.
Жил;3;дом;к;при;Головенка;35000;;;40566;.;90,00;;;12 лет дому,хор.сост,вода,газ,без уд-в,40 сот прив.земли.
Жил;2;7/9;п;ц;Киевская-Шелушкова;50000;;;40567;р;50,00;;9,00;жил.сост,кафель,бойлер.
Жил;0;уч;;при;Пряжев;12000;;;40568;.;;;;15 сот прив.земли,под застройку,ф-нт 9,5*9,5м,рядом лес,все ком-ции рядом.
Жил;0;уч;;при;Сонячне;12000;;;40570;.;;;;12 сот,под застройку,рядом озеро.
Биз;2;1/9;к;ц;Б.Бердичевская;75000;;;40571;.;55,00;;;под бизнес,жил.сост,разр.на достройку 55кв.м.
Жил;2;ч/д;;мал;Островского;22500;;;40572;.;;;;жил.сост,газ,возможно отделить двор.
Жил;2;дача;к;при;Соколовский массив;17000;;;40575;.;;;;Зимн.вариант,4,5 сот.
Биз;0;к/н;;при;Ивановка;20000;;;40576;.;200,00;;;металлич.гараж под склад,про-во,высота 5 м.
Жил;0;ч/д;дк;при;Барашевка;22000;;;40577;.;;;;Недострой,2 комн,газ во дворе.
Жил;2;дача;дк;при;Тетеревский массив;5000;;;40578;.;;;;Летн вариант,газ рядом,свет,7 сот земли,сарай,колодец.
Жил;2;дача;д;при;Грабовка;4000;;;40579;.;;;;30 км от Житомира,летн.вариант,свет,16 сот,подвал,колодец.
Жил;4;ч/д;к;бог;Максютова;65000;;;40580;.;;;;авт.отопл,газ,вода,с/у на ул,8 сот (5 сот прив.),жил.сост,центр.кан-ция.
Жил;2;1/2;к;па;Бородия;30000;;0000;40582;см;44,00;;6,00;жил.сост,балкона нет.
Жил;0;уч;;при;Камянка;180000;тамар-а;тамар;40584;.;;;;10 га земли,(5 прив.акта),под садоводничество,180 у.е/сот.
Жил;0;уч;;при;Буки;126000;;тамар;40585;.;;;;7 га земли,под садоводничество,180 у.е/сот.
Жил;4;дом;к;при;Глыбочица;105000;тамар-а;тамар;40586;.;90,00;;9,00;Коттедж,все уд-ва,хор.ремонт,10 сот земли.
Жил;1;ч/д;;мар;Старокиевский 2 пер;15000;;0000;40588;.;;12,50;5,00;газ,вода,отд.двор,3,5 сот земли,дом на 2 хоз.
Жил;0;уч;;бог;Антоновича;25000;;;40590;.;;;;6 сот прив.земли,под застройку,капит.времянка с газом,все ком-ции рядом.
Биз;0;гараж;;при;"Кооп ""Проминь""";2000;;;40591;.;;;;гараж,4*6м,капит,с блоков.
Жил;0;уч;;при;Садки;15000;;;40592;.;;;;20 сот. прив.земли,под ОСГ,все ком-ции рядом.
Жил;2;ч/д;;ц;Чудновский 2 пер;15000;;;40593;.;68,60;37,40;;общ.двор,свет,газ,вода,нужен ремонт.
Жил;0;уч;;при;Камянка;16000;;;40609;.;;;;25 сот земли,возле речки.
Жил;4;дом;к;при;Черняхов;33000;;;40610;.;160,00;;;70г.п,ломан.крыша,вод.отопл,проект на газ,гараж,летн.кухня,колодец,выгр.яма,сад,свет.
Жил;0;уч;;при;Барашевка;20000;;;40611;.;;;;33,5 сот земли.
Жил;5;дом;дк;при;Пищанка;70000;;;40612;.;;;;жил.сост,60 сот,асф.двор,летн.кухня,сарай,гараж,погреб,колодец,сад.
Жил;0;дача;к;при;Березовка;15000;;;40613;.;;;;6 сот прив.земли,колодец,рядом трасса.
Жил;1;1/9;п;мал;Берёзовский 3 пер;30000;алёна-а;;40614;.;;18,00;8,50;ремонт,б/з с кухни.
Жил;0;дом;дк;при;Осныки (Черняховский р-н);22000;;;40616;.;;38,00;;все уд-ва,утеплён,м/п окна,бол.кухня,30 сот прив.земли.
Жил;0;уч;;при;Глыбочица;5500;;;40617;.;;;;10 сот прив.земли,свет,газ рядом,под ОСГ,ровный,сухой,возм.расширения.
Жил;4;дом;;при;Троянов;35000;;;40618;.;;;;все уд-ва,25 сот земли.
Жил;3;2/9;к;кро;Щорса;50000;;;40619;р;;;;Недострой,дом ещё не здан в эксплуатацию.
Жил;3;дом;к;при;Лука;45000;;;40621;.;96,10;46,90;;1997г.п,газ,конвектор,подвал,все уд-ва,40 сот земли,хозпостройки,асф.двор,колодец,выгр.яма.
Жил;5;дом;;бог;Мира;160000;;;40622;.;145,00;;;100% готовности,совр.ремонт,2с/у,полы с подогр,4спальни,встр.мебель,6 сот,хор.подъезд.
Жил;4;2/9;п;бог;Маликова;60000;;;40623;р;88,00;55,00;24,00;кухня-столовая,2л/з,н/у,хор.ремонт.
Жил;2;ч/д;;па;Заводская;35000;;;40625;.;49,50;31,40;7,40;2 входа,с/у,ванная,колонка,котёл,без ремонта,Н-3,15м,земли нет.
Жил;2;дом;к;при;Тетеревка;65000;;;40626;.;57,00;;;Старый,все уд-ва,колодец,скважина,газ,жил.сост,рядом река,46 сот прив.земли.
Жил;0;уч;;при;Глыбочица;4000;;;40629;.;;;;7,14 сот земли,под садоводство.
Жил;3;7/10;;ц;Домбровского;60000;;;40630;р;65,00;;;ремонт.
Жил;0;уч;;при;Павленковка;16000;;;40631;.;;;;20 сот прив.земли,все ком-ции рядом,15 км от Житомира.
