Бизнес;К;Эт/эт;М;Рай;Улица;Цена;Реклама;Агент;ID;Комн;Общ;Жил;Кух;Описание
Жил;0;дом;;смо;Саенко;50000;;;35151;.;240,00;;;новый, 75% готовности, 12 сот земли,гараж,баня,беседка,колодец,ограждён,газ,эл-во на уч,документы.
Жил;3;ч/д;к;ц;Крошенский 3 пер;46000;;оля;35208;см;47,00;;9,00;дом на 2 хоз,отд.двор,газ,вода,тел,конвектор, с/у на ул.
Жил;3;5/11;к;пол;Королёва;75000;;;35280;.;103,60;55,50;17,00;м/п окна,балкон не застеклён, разрешение и проект на а/о,выполнена часть вн.работ.
Жил;3;1/9;п;мал;Берёзовский 3 пер;46000;;;35435;р;73,20;43,00;;2 лоджии,балкон,счётчики,колонка,хорош.состояние.
Жил;3;5/7;к;при;Трускавец;110000;;тамар;35455;р;120,00;72,00;18,00;Новострой, а/о,м/п окна,2 с/у,б/л/не застеклены,курортная зона.
Жил;0;ч/д;;кор;Пионерских лагерей;70000;;;35411;.;82,00;;9,00;сторона реки, все ком-ции в доме,ремонт, 4+6 сот земли,отд.двор,с/у совм.
Жил;0;дом;к;пол;Сельськохозяйственная;28000;;;35417;.;100,00;;;недострой, крыт шифером,5 сот земли.
Жил;2;2/2;;ц;Первомайский 1 пер;45000;;;35419;.;;;;под офис или жильё,Н-3,5м, метал.гараж,авт.отопл,с/у, брон.дверь,м/п окна,подвал,черд.помещение.
Жил;2;2/2;к;ц;Щорса;26000;;0000;35470;р;34,10;24,80;7,90;м/п окна, газопечное отопл,возможно под офис.
Жил;3;9/9;к;ц;Вокзальный пер;50000;;;35482;р;70,00;65,00;11,00;жилое сост,с/у разд,счётчики,б/л/застеклены,кладовая,кабельное.
Жил;0;уч;;бог;Червоноармейская;13000;;;35700;.;;;;4 сот прив.земли (фактически 6 сот), под застройку, фундамент старого дома,все ком-ции рядом.
Жил;5;4/9;п;бог;Маликова;70000;;;35701;р;95,00;;9,00;жилое хор.состояние,н/у,колонка,с/у разд.
Жил;2;14/15;к;бог;Мира просп;60000;;гдв;35703;р;80,80;;;после строителей,нужен ремонт,а/о на дом.
Жил;2;1/2;к;ц;Бородия;30000;;0000;35369;см;34,00;25,00;6,00;с/у совм,колонка,погреб и  гараж во дворе.
Жил;2;ч/д;к;ц;Замковая гора;16000;;;35373;см;25,00;;;обшит вагонкой,м/п окна,ремонт,уд-ва во дворе,общ.двор,высота потолков 3м,вода в доме.
Жил;1;2/5;п;ц;Вокзальная;32500;;0000;35528;.;32,00;18,00;5,50;с/у совм,ремонт,плитка,балкон застеклён,обшит вагонкой.
Жил;3;5/5;п;пол;Кибальчича;35000;;0000;35529;см/р;55,17;46,10;5,10;хорошее состояние, с/у разд.
Жил;2;5/5;п;кро;Крошенская;41000;вт-а;;35603;.;47,00;36,00;6,00;ремонт крыши,н/у, перепланировка, хор.ремонт,с/у совм, ламинат, паркет, м/п окна,нов.сант,кладовая,
Биз;1;под офис;;ц;Домбровского;28500;;тамар;35620;.;;;;все удобства, автономное отопление,2 окна и вход на проезджую часть.
Жил;3;9/9;п;пол;Полевая площ;45000;;;35630;.;62,00;;;н/у, чистая аккуратная,2 б/л/застеклены,счётчики на воду,бойлер,нов.сант,хор.состояние.
Жил;2;ч/д;к;ц;Восточный пер;47500;алёна-а;алёна;35655;р;50,00;38,00;9,00;отд.двор, жил.сост,центр.кан-ция,авт.отопл,все уд-ва, возм.достройки.
Жил;3;7/9;к;кро;Народицкая;51000;;;35782;р;65,50;39,00;9,00;Новострой,м/п окна, н/у,л/з,а/о на дом,жилое сост.
Жил;3;3/3;к;ц;Киевская;80000;;;35798;.;70,00;45,00;9,00;СТ,2 балкона,возм.постройки мансарды,а/о,бол.ванная с окном,паркенг во дворе,част.ремонт,газон.
Жил;3;ч/д;к;ц;Котовского-Мануильского;69000;;;35804;.;90,00;50,00;7,70;все уд-ва,2 входа,5 сот земли,отд.двор,возм.пристройки,рядом сад,стоянка.
Жил;4;1/2;;ц;Ф.Чопивского;170000;;;35815;.;122,00;;;2-этажная квартира,авт.отопл,евроремонт,полы с подогревом,паркет,шумоизоляция.
Жил;2;дом;к;бог;Максютова (р-н Берёзки);30000;;;35834;.;;;;ветхий,15 сот прив.земли,газ и эл-во на уч,сад.
Жил;2;ч/д;к;ц;Чехова;31000;;;35841;см;;37,50;5,00;жил.сост,отд.двор,газ,вода,1 сот земли,с/у во дворе,решётки на окнах.
Жил;3;3/3;;кор;Родонова;90000;;;35856;.;108,00;;;евроремонт,камин,мрамор,с/у 13кв.м,м/п окна,мебель,стоянка,охрана.
Жил;2;1/5;п;ц;Восточная;35000;;;35861;р;42,00;30,00;5,50;без балкона,угловая,с/у совм,колонка,тел,жил.сост.
Жил;0;дом;п;ц;Крошенская (р-н Сенного рынка);25000;;;35866;.;;;;недострой,пеноблок,земли возле дома нет,возможно под ком-цию.
Жил;3;ч/д;;ц;Восточная-Киевская;27000;;;35924;.;;35,00;6,00;общ.двор,газопечное отопл,вода, с/у на ул,гараж,1 сот земли,возм. покупка 2-й ч/д, возм.достройки.
Жил;2;3/9;к;пол;Огиенко;25000;;;35938;общ;42,00;31,00;;2 комнаты в ОБЩ, тел,с/у,кухня на 2 семьи,жил.сост.
Жил;1;2/9;к;кро;Садовая;35000;;;36013;.;38,00;21,00;8,00;жил.сост,н/у,ниша,бойлер.
Жил;0;ч/д;;ц;Б.Бердичевская;100000;;;36034;.;69,00;;;возм.достройки,2 эт.мансарда (гот.проект на м-ин),окна выходят на центр.дорогу,возм.под офис.
Жил;3;7/10;к;ц;Черновола;225000;;;36036;р;104,00;62,00;14,00;Новострой,а/о на дом,счётчики,эркет б/з,паркет,нов.сант,стол,евроремонт,встр.мебель,кухня,паркинг.
Жил;1;ч/д;;пол;Полевой 2 пер;22000;;;36044;.;20,00;;3,50;кухня,газ,проект воды,отд.двор.
Жил;3;2/2;к;ц;Лермонтовская;26000;;оля;36071;см/р;;55,00;16,00;3 сот огорода,подвал 20кв.м,с окнами,место под гараж,сад,чердак,Н-3,6м,газ,котёл,вода.
Жил;2;ч/д;;ц;Парковый пер;39500;;;36144;см;39,60;;6,30;все уд-ва,жил.состояние,отд.двор,гараж,земли нет.
Жил;2;4/5;к;ц;Киевская;50000;лена-а;;36152;см;47,00;30,00;7,00;перепланировка,стены выведены под уровень,в ванной джакузи,мозаика,нов.стол.и сант.
Жил;3;2/2;к;ц;Б.Тена-Мануильского;52000;;;36174;р;61,00;41,00;7,00;СТ,вход со двора,4хоз,колонка,тел,Н-2,75м,жил.сост,м/п окна,бр.дв,с/у совм,сарай,гараж.
Биз;0;к/н;;при;Житомирский р-н;800000;;тамар;36175;.;1000,00;;;дейст.комплекс, СТО,склады,магазины,адм.здание, 80 сот земли,газ,вода,ка-ция.
Биз;0;к/н;;при;Житомирский р-н;700000;тамар-а;тамар;36176;.;;;;работающее про-во по выпуску и обработке гранита, мощность 1000 кв.м,газ,вода,ка-ция.
Жил;3;6/9;п;ц;Довженко;90000;;;36180;р;65,00;;9,00;с/у разд,угловая,хор.состояние,бойлер, тёплая,л/б/застеклены,кладовка,домофон,нов.сант,паркет,гараж.
Жил;1;1/5;п;ц;Киевская-Восточная;27000;оля-а;оля;36198;.;31,00;17,50;6,00;угловая,жил.сост,колонка,без балкона,тел,документы готовы.
Жил;3;3/9;п;кро;Крошенская;55000;;;36220;р;76,00;43,00;9,00;квадр.холл, 2 л/з, н/у,с/у разд.
Жил;2;1/9;п;ц;Киевская;57000;;;36232;р;51,00;38,00;9,00;евроремонт,авт.отопл,пристройка балкона,нов.стол,с/у разд,м/п окна,бр.дверь,встр.кухня,2 шкафа-купе.
Жил;0;ч/д;;ц;Байка;55000;руля-а;;36235;.;165,00;55,00;11,00;1 этаж:3 комнаты,2 этаж: без вн.работ,все уд-ва,гараж,1,5сот земли,деревья.
Жил;1;3/5;п;ц;Киевская-Восточная;29000;юля-а;;36253;.;33,00;18,00;5,50;колонка,тел,б/з,с/у совм,нов.вход.дв,угловая,но тёплая,хорошее состояние.
Жил;4;5/5;п;ц;Хлебная;48000;;;36254;см/р;67,00;;6,00;хор.сост,авт.отопление,тел,счётчики,колонка,м/п окна,ремонт крыши,балкон застеклён,угловая.
Жил;2;3/5;п;ц;Киевская-Мануильского;45000;;;36264;р;;;5,00;перепланировка,н/у,косм.ремонт,м/п окна,бр.дверь.
Жил;3;дом;к;ц;Прорезной пер;80000;;;36271;р;130,00;60,00;20,00;авт.отопл,евроремонт,м/п окна,полы с подогревом,все уд-ва,земли нет.
Жил;0;дом;к;при;Глыбочица;90000;;;36274;.;239,00;;;кирпич/блоки,оштукатурено,без вн.работ,свет,газ,колодец,9,3 сот,документы.
Жил;3;3/3;к;ц;Щорса;38000;;0000;36282;см/р;49,70;36,90;5,90;"перепл. с 2 ком.кв., крыша ""домиком"",с/у совм,а/о,газ.отопл,м/п окна,угловая."
Биз;3;под офис;к;ц;Шелушкова;70000;;;36312;.;70,00;;;под офис, магазин.
Биз;2;ч/д;;па;Б.Тена;35000;;;36326;.;30,00;;;под офис,торг.точку, м/п окна,под.потолки,все нов.двери,полы,хор.ремонт,фасад на центр.дорогу.
Жил;2;дача;к;при;Барашевский массив (Барвинок);9800;тамар-а;;36373;.;40,00;;8,00;зимн.вариант,печка,в цоколе этаж,5 сот прив.земли,газ и лес рядом.
Жил;3;5/9;к;бог;Мира просп;57800;;;36380;р;74,00;;8,00;жилое сост,2 кладовки,подвал,н/у,с/у разд.
Жил;0;дом;;мал;Эвелины Ганской;95000;;;36394;.;160,00;;16,00;Недострой,без вн.работ,ракушняк/пеноблок,гараж,оштукатурено,свет,кан-ция,вода рядом, 7  сот.
Жил;4;ч/д;;мал;Пролетарский 2 пер;65000;;;36431;.;100,00;;19,00;все уд-ва,косм.ремонт,15 сот земли,скважина.
Жил;3;1/9;к;ц;Б.Бердичевская;60000;;Лена;36435;р;56,00;37,00;12,00;с/у разд,б/з,брон.дв,тел,жилое сост.
Жил;4;1/9;к;бог;Л.Шевцовой;60000;;;36451;р;79,00;;7,40;угловая,л/з,жил.сост,с/у разд,бойлер.
Биз;0;к/н;;бог;Мира просп;300000;;;36474;.;300,00;;;действующий магазин.
Жил;3;ч/д;к;бог;Максютова;32000;;;36501;р;60,00;;;20 лет дому,газ в доме,вод.отопл,колодец,отд.двор,1 сот земли.
Жил;3;2/9;к;кор;Черняховского;58000;;0000;36509;р;71,00;40,00;9,00;б/л/з,жил.сост.
Биз;2;ч/д;;ц;1 Мая;33000;;;36516;см;65,00;;;р-н суда,под офис или др.бизнес,фасад,жил.фонд,без ремонта.
Жил;3;дом;к;при;Довжик;80000;;;36536;.;;;;12*10м,3 года дому,10 сот,колодец,газ в доме,эл-во,2-й этаж недостроен.
Жил;3;ч/д;;ц;Дмитриевкая;45000;;;36542;.;48,00;;;все уд-ва,хор.сост,общ.двор на 2 хозяина,место под гараж.
Жил;2;ч/д;;ц;Мануильского-Леваневского;60000;;;36543;.;;33,00;;возможн.пристройки,гараж во дворе,двор общ,все уд-ва,а/о.
Жил;3;ч/д;;ц;Б.Тена-Восточная;77000;;;36545;см/р;76,00;45,00;;2 кухни - 9 и 7 кв.м,гараж,сарай,беседка,отд.двор,4,5 сот прив.земли,все уд-ва.
Жил;7;дом;к;мал;Кармелюка;130000;;;36549;.;250,00;;;новый,ремонт,все уд-ва, 90-х г.п, 6 сот земли.
Жил;5;дом;к;ц;Ясный пер;120000;;;36563;.;120,00;70,00;14,00;шлакоблок/кирпич,1960г.п,капит.ремонт в 2005г,м/п окна,хор.сост,колонка,все уд-ва,а/о,11 сот,гараж.
Жил;0;уч;;при;Березовка;20000;;;36575;.;;;;36 сот прив.земли,под застройку,рядом лес,эл-во,газ.
Жил;3;ч/д;к;ц;Пушкинская;80000;;;36580;см/р;130,00;;13,00;все уд-ва,газовое отопл,подвал,4 сот,общ.двор,возм.под бизнес.
Жил;2;ч/д;;ц;Вильский 1 пер;46000;;;36620;см;50,00;32,00;10,00;с/у совм,центр.кан-ция и вода,а/о,м/п окна,ламинат,выс.потолки,нов.крыша,столярка,сант,1,5 сот.
Жил;1;9/9;п;ц;Довженко;31000;;люба;36656;.;;18,50;6,00;угловая,с нишей,жил.сост,м/п окна,брон.дв,ремонт в подъезде,техэтаж.
Жил;2;ч/д;дк;мар;Новогоголевская;55000;;;36684;.;54,00;30,00;;все уд-ва,гараж,летн.кухня, 6сот земли,двор отд,капит.ремонт.
Жил;4;7/9;п;бог;Польский Бульвар;65000;;;36703;р;86,00;55,00;9,00;2 л/з,с/у разд,квадр.холл,нов.стол,бойлер,встр.кухня,тел,счетчики,хор.сост,н/у.
Жил;2;ч/д;дк;кор;Черняховского;35000;руля-а;;36710;см;47,00;28,00;8,00;косм.ремонт,все уд-ва,гараж,летн.кухня,1 сот прив.земли,можно под бизнес.
Жил;2;дом;д;при;Троянов;11000;;тамар;36736;.;45,00;;;свет,газ 50м,30 сот неприв.земли,рядом река.
Жил;2;ч/д;дк;ц;Чудновский 4 пер;60000;;;36750;р;49,20;26,70;11,70;а/о,все уд-ва,ремонт,мебель,шкаф-купе,нов.сант,с/у совм,1,5 сот,место под гараж.
Жил;2;1/5;п;пол;Космонавтов;35000;;;36767;р;48,00;30,00;5,50;н/у,жил.сост,тел,б/з.
Жил;3;5/10;к;ц;Домбровского;56500;алёна-а;;36773;р;64,00;;7,50;б/л/з,тел,интернет,брон.дв,м/п окна,н/у,в комнатах ремонт.
Жил;3;9/9;п;бог;Мира просп;45000;;;36823;р;64,00;38,00;8,50;ну,бойлер,телефон,домофон,б/л/застеклены,косм.ремонт.
Жил;2;1/9;п;ц;Гоголевская;43000;;Лена;36836;р;49,00;28,00;9,00;дв.входная дверь,линолиум,кафель,жил.сост,тел,бойлер,возм.под офис,окна на Гоголевскую.
Жил;3;4/9;к;ц;И.Кочерги;70000;;;36838;р;64,00;;9,00;отл.сост,б/л/застеклены,м/п окна,брон.дв.
Жил;3;5/5;к;ц;Шелушкова-Котовского;40000;;;36845;см/р;63,00;48,60;6,20;с/у разд,метал.дверь,колонка,б/з,без ремонта.
Жил;3;1/9;п;бог;Мира просп;53000;;;36848;р;71,00;;;авт.отопл,н/у,л/з,част.ремонт,нов.сант.,встр.кухня,б/л/з.
Жил;2;дом;;бог;Якубовского;70000;;;36857;.;40,00;;;жил.сост,кухня,ванная,коридор,+2 дом-недострой 7,5*15м,2этажа,5сот,газ,свет,вода,кан-ция.
Жил;4;1/5;п;ц;Хлебная;48500;;;36863;см/р;61,00;44,00;7,00;евроремонт,м/п окна,высокий цоколь,б/з.
Жил;2;9/9;п;бог;Маликова;38000;;;36893;р;;;;жил.сост,счётчики воды,л/б/з,брон.дверь,домофон.
Жил;2;2/2;к;ц;Киевская;50000;;;36904;р;42,80;;;СТ,балкон 18 кв.м,колонка,не угл,м/п окна,ремонт не завершён,дом ао дворе, возм.под офис.
Жил;4;дом;дк;ц;Малёванская набережная;70000;юра-а;;36908;.;60,00;;;жил.сост,газ,вода,с/у на ул,газ.котёл,42 сот (10 сот прив.),погреб,сад.
Жил;2;ч/д;д;бог;Вильский пер;42000;;;36912;см;34,00;28,00;6,00;газ,вода,тел,нужен ремонт,отд.двор,6,5 сот земли,док-ты и проект на строительство.
Жил;4;7/9;к;пол;Кондратюка;65000;;;36919;р;84,00;;10,00;л/б/застеклены,косм.ремонт,угловая,бойлер,с/у разд.
Жил;4;1/9;;бог;Маликова;70000;;;36925;р;104,00;;;хор.сост,м/п окна,2 балкона,колонка,погреб,кафель,колонка.
Жил;1;1/5;к;кор;Старочудновская;32000;;;36926;.;29,90;14,10;5,70;Гостинка,ремонт,б/л/застеклены,кладовая,с/у совм,нов.сант,нов.стол,встр.мебель.
Жил;2;ч/д;к;бог;Красный пер;40000;;;36934;р;;31,00;9,00;газ,вода рядом,2 коридора,выс.фундамент,отд.двор,3 сот земли,без заезда.
Жил;4;1/5;п;ц;Котовского;39000;;0000;37040;см/р;65,00;45,00;6,00;жил.сост,колонка,без балкона,угл,разрешение на а/о.
Биз;0;уч;;при;Болярка (Олевский р-н);0;;;37044;.;;;;под бизнес, 3,2 га, для размещения готельно-сервисного центра.
Биз;0;уч;;при;Болярка (Олевский р-н);0;;;37045;.;;;;под бизнес, 0,5232 га, для размещения готельно-сервисного центра.
Жил;0;пай;;при;Большие Лисовци;10000;;;37076;.;;;;Три зем.пая, 10 га.
Жил;3;4/4;к;ц;Киевская;62000;алла-а;;37088;р;78,00;52,00;9,00;СТ,жил.сост,тел,колонка,м/п окна,брон.дверь.
Жил;4;7/9;к;пол;Кибальчича;75000;;;37089;р;90,00;;8,50;авт.отопление,ремонт,м/п окна,нов.сант,ламинат.
Жил;4;1/9;;ц;Восточная;120000;;;37091;.;100,00;;;евроремонт,автономное отопление, 2 входа.
Жил;3;4/9;п;па;Шевченко;70000;;;37092;р;;;;евроремонт,авт.отопление.
Жил;0;дом;к;при;Тетеревка;70000;;тамар;37153;.;100,00;;;Недострой,без вн.работ,все ком-ции подведены,20 сот,летн.кухня.
Жил;0;пай;;при;Камянка;10000;;тамар;37155;.;;;;2,5 га, р-н Мелькомовского озера,между Новоселецой и объездной дорогой.
Жил;0;ч/д;дк;ц;Войкова;16000;;;37189;.;;14,00;12,00;жил.сост,газ.отопл,колодец,Н-2,40м,общ.двор.
Жил;2;ч/д;дк;ц;Киевская-Мануильского;38000;;;37191;см;40,00;;;общ.двор,хор.сост,газ,вода,гараж, 2 сот земли.
Жил;3;4/5;;ц;Победы;100000;;;37210;.;110,00;;;"евроремонт,кондиционеры,подогрев полов,итал.мебель,кухня ""Интерстиль"",джакузи."
Жил;2;9/9;к;ц;Вацковский пер;40000;;0000;37216;р;51,00;30,00;8,00;не угловая,м/п окна,бр.дверь.
Жил;5;дом;к;бог;Ровный пер;100000;;;37225;.;110,00;90,00;;на 2 входа, а/о в одной ч/д,уд-ва на улице,14 сот земли.
Жил;1;1/2;к;ц;Котовского-Мануильского;32000;;;37259;.;38,00;28,00;;угл,авт.отопл,м/п окна,брон.дв,Н- 2,85м, паркет, место под гараж,сарай,подвал.
Жил;3;ч/д;;мал;Западная;85000;;;37276;.;130,00;;;95 % готовности,пеноблок/пенопласт/короед,все уд-ва,вода,отопление,4 сот,рядом лес.
Жил;1;9/9;к;ц;Пушкинская;35000;;;37279;.;36,00;17,00;7,00;н/у, м/п окна,бойлер,шкаф-купе,нов.сант.
Жил;4;дом;дк;бог;Колхозный пер;150000;;;37285;.;;44,00;10,00;8 сот земли,жил.сост,вода,газ,баня,гараж,времянка,сад.
Жил;3;4/9;п;па;Б.Тена;47500;;;37326;р;69,00;;;н/у, хор.сост,с/у разд.
Жил;4;1/3;к;бог;Офицерская;55000;;;37330;.;90,00;60,00;8,00;не угловая,част.ремонт,колонка,2 с/у,возм.пристройки.
Жил;3;3/5;к;ц;Домбровского;60000;алла-а;;37353;р;60,00;33,00;;перепланировка,евроремонт,н/у,м/п окна,встр.мебель.
Жил;1;2/5;к;пол;Космонавтов;10000;;;37380;общ;;12,30;;ОБЩ, без ремонта,блочная система на 6 человек.
Жил;0;уч;;при;Камянка;7000;;;37396;.;;;;15 сот прив.земли, под застройку,рядом лес,озеро,река.
Жил;3;ч/д;дк;ц;Короленко;36000;;;37397;см/р;68,00;42,00;8,00;с/у совм. 10кв.м, центр.кан-ция,вода,газ.и печное отопл,счётчики газа,воды,погреб,гараж,общ.двор.
Жил;2;4/4;к;бог;ДОС;35000;;;37409;см;45,40;;5,70;м/п окна,нужен ремонт,перепланировка.
Жил;3;ч/д;к;ц;Яна Гамарника;70000;;;37448;.;96,00;;;90% готовности,отд.двор,2,5 сот прив.земли,гараж,нов.крыша,котёл,м/п окна.
Жил;1;8/9;к;мал;Героев Пожарных;35000;;;37460;.;43,00;18,00;7,00;ремонт,н/у.
Жил;0;дом;;кро;Б.Хмельницкого;50000;;;37504;.;;;;недострой 10*12м,вода,газ,свет,12 сот прив. земли,стройматериалы.
Жил;2;ч/д;к;мал;Кармелюка;45000;;;37539;р;;30,30;9,00;дом на 2 хоз,все уд-ва,нужен ремонт,отд.двор,3 сот прив.земли.
Жил;1;4/10;к;кро;Щорса;45000;;;37540;.;38,00;20,00;7,50;м/п окна,балкон обшит дер.вагонкой,ламинат,в нише-шкаф-купе,нов.сант,бойлер,встр.кухня с техникой.
Биз;2;к/н;к;бог;Мира просп;65000;;;37543;.;70,00;;;под бизнес, ремонт.
Жил;4;2/5;к;ц;Киевская;86000;;0000;37554;см/р;72,00;;10,00;н/у,с/у, разд,без балкона,совр.ремонт.
Биз;2;к/н;;ц;Ф.Чопивского;65000;;;37572;.;61,00;;;под магазин,офис,Н-3,2м, 3 окна на агроуниверситет,отд.вход,сарай,подвал,общ.двор.
Жил;2;1/5;к;кро;Щорса;35000;;;37577;.;54,00;28,00;16,00;косм.ремонт,бойлер,возм.под бизнес,фасад на улице.
Жил;2;1/10;к;кор;И.Богуна;42000;;;37580;р;50,00;28,00;7,00;Новострой,с/у разд,счётчики,высокий цоколь,без вн.работ,а/о на дом.
Жил;2;9/10;к;ц;Киевская;65000;;;37587;р;62,00;;;ремонт, а/о на дому.
Жил;1;ч/д;;ц;Гоголевская;28000;;;37620;.;;14,50;9,00;газопечное отопление,колонка,центр.кан-ция,тел,ветх.гараж,общ.двор,возм.достр
Жил;2;9/9;п;ц;Л.Украинки;38000;инна-а;;37628;р;50,00;30,00;9,00;н/у,б/з,колонка,м/п окна,жил.сост,евроремонт крыши.
Жил;3;1/3;к;бог;Гречко;36000;;;37633;см/р;59,00;;;без ремонта, без балкона,н/у.
Жил;3;ч/д;к;ц;Щорса-Ватутина;90000;;;37639;.;78,60;;9,70;все ком-ции, отд.двор,сарай,гараж,место под застройку.
Жил;2;ч/д;;ц;Якира;16000;;;37674;см;25,50;16,00;9,50;бойлер, все уд-ва,жил.сост,общ.двор.
Жил;3;дом;к;мар;Марьяновская;75000;;;37719;.;98,00;62,00;14,00;пеноблок/кирпич,ломанная крыша,все уд-ва,хор.ремонт,новая улиа,10 сот земли,14 лет дому.
Жил;1;8/9;к;ц;Бальзаковская;12500;неля-а;;37729;общ;;18,00;;комната в ОБЩ,без ремонта,секция,с/у и душ на 4 чел, кухня на 12 человек.
Жил;3;6/9;к;кро;Народицкая;50000;;;37730;р;65,00;38,00;8,00;хорошее сост,брон.дверь,м/п окна,с/у разд,б/з,счётчики.
Жил;4;7/9;к;бум;Слободская;55000;;;37745;р;70,00;;8,00;после строителей,с/у разд,огромный балкон с видом на лес.
Жил;3;4/9;п;пол;Полевая площ;55000;алёна-а;алёна;37759;р;68,00;;9,50;н/у,евроремонт, б/з 9 кв.м.,панорамная лоджия,м/п окна,брон.дв,хорошее расположение дома.
Жил;1;1/9;п;ц;Киевская;32000;;;37786;.;32,00;18,00;6,00;угловая,ремонт,без балкона,возм.под офис,магазин.
Жил;1;9/9;к;ц;Л.Украинки-Победы;35000;;;37814;.;38,00;21,00;8,50;хор.сост,бойлер.
Жил;1;2/9;п;бог;Маликова;35000;;тамар;37818;.;;19,00;9,00;м/п окна,брон.дв,нов.сант,плитка,хор.сост,встр.мебель.
Жил;1;2/9;к;ц;Шелушкова;15000;;тамар;37819;общ;;18,00;;ОБЩ,хор.ремонт,с/у на 3 семьи,кухня на 9 семей.
Жил;2;ч/д;дк;кро;Щорса;35000;;;37821;.;40,00;;;отд.двор,жил.сост,сарай,гараж,10 сот земли (5 сот в аренде).
Жил;3;6/9;п;па;Б.Тена;52000;лена-а;;37839;р;65,00;42,00;8,50;н/у,б/л/з,м/п окна,жил.сост.
Жил;3;3/5;к;ц;Гагарина;57000;вт-а;;37858;р;60,00;51,00;8,00;нов.сант,кафель,брон.дверь,кондиционер,кухня-студио,полы-ламинат,паркет,ремонт.
Жил;2;8/9;п;ц;Мануильского-Гагарина;43000;лена-а;;37909;р;52,00;30,00;9,00;жил.сост,нов.стол,с/у разд,б/з,счётчики воды.
Жил;0;дом;к;ц;Чудновский пер;35000;;;37928;.;;;;Недострой,13*15,5м,коробка 1 этажа,тихое место,рядом река,парк, 15 сот земли.
Жил;3;ч/д;дк;ц;Пушкинская;56000;;;37937;р;56,00;34,00;9,00;все уд-ва,подвал,сарай,хор.сост,2,3 сот земли.
Жил;2;дача;к;при;Садки;14000;;;37945;.;;;;5,5*6,5м, гараж,3-й этаж-неокончен,сарай,летн.кухня,погреб,5сот земли.
Биз;0;к/н;;ц;Путятинская;800000;;;37969;.;1300,00;;;помещение, 2-е здание,1-й этаж 728 кв.м, 2-й этаж 350 кв.м.,подвал 255 кв.м.
Биз;0;к/н;;при;Каменный Брод (Коростышевский);280000;;;37984;.;1000,00;;;Цех по обработке гранита,действ.бизнес,0,3 га земли,склад готовой продукции.
Жил;0;уч;;при;Клитчин;12500;;;38006;.;;;;15 сот прив.земли,по улице свет,на уч.-газ.
Биз;0;ч/д;;па;Б.Тена;100000;;;38009;.;;;;2 квартиры по 2 комнаты,под бизнес.
Жил;0;уч;;кро;Ворошилова;15000;;;38034;.;;;;5 сот земли,под застройку,квадратная форма,газ,вода,свет.
Жил;2;7/9;п;пол;Полевой 2 пер;45000;;;38043;р;52,00;;8,90;евроремонт,шкаф-купе,встр.мель,утеплена,кафель,ламинат,нов.стол.
Жил;4;ч/д;к;ц;Мануильского;70000;;;38051;.;70,00;;6,00;с/у, 2 погреба,част.ремонт,отд.двор,сад,гараж,хор.заезд,6 сот земли,все уд-ва.
Жил;1;9/9;к;кро;Г.Потапова;12000;;;38057;общ;;13,00;;ОБЩ,кухня и с/у на 2 семьи,бойлер,жил.сост.
Жил;2;1/9;п;ц;Шелушкова;42000;таня-а;;38064;р;50,00;;;жил.сост,2 подвала,н/у,без балкона,можно под бизнес.
Жил;3;ч/д;к;бог;Якубовского;50000;;;38103;см/р;62,00;;;все уд-ва,а/о,жил.сост,общ.двор,3 сот.
Жил;4;3/5;к;ц;Б.Бердичевская;80000;;;38121;р;96,00;;11,00;Инд.планировка,с/у разд,ремонт.
Жил;1;2/2;к;бог;Максютова;9000;;;38129;общ;;18,00;;Комн.в ОБЩ, делают ремонт,м/п окно,бр.дв,вода в комн,с/у на ул.
Жил;3;1/5;к;ц;Мыстэцьки Ворота площ;60000;;;38172;р;62,00;;;авт.отопл,м/п окна,тёплые полы,бол.подвал,интернет,н/у.
Жил;2;9/9;п;ц;Гагарина-Мануильского;45000;лена-а;Лена;38176;р;50,00;30,00;9,00;м/п окна,кафель,паркет,нов.двери,кондиционер,бойлер,хор.сост,с/у разд.
Жил;4;6/10;к;ц;Гоголевская-Бородия;60000;;;38197;см/р;82,00;;11,00;н/у,хор.ремонт,2б/з,м/п окна,брон.дв.
Жил;2;дом;д;при;Кодня;7000;;;38199;.;;25,00;;Старый,нужен капит.ремонт,свет,газ в 5м,61 сот неприв.земли.
Жил;0;уч;;при;Барашевский массив;2700;;тамар;38241;.;;;;5 сот прив.земли,обработана.
Жил;2;дом;;кро;Наливайко;32000;;;39591;.;59,00;35,60;8,20;1963 г.п, шлакоблок,жил.сост,газ,колодец,10 сот прив.земли.
Жил;3;4/5;п;ц;Котовского;65000;;;38272;р;61,00;;5,00;н/у,евроремонт,а/о,сигнализация,квад.коридор.
Жил;4;дом;;мар;Транзитный 2 пер;65000;алла-а;;38295;.;102,00;;16,00;все уд-ва,а/о,7,8 сот земли.
Жил;3;10/10;к;кро;Крошенская;45000;;;38354;р;59,00;37,00;10,00;б/л/з, с/у разд,м/п окна,брон.дв,тел,бойлер,ремонт,угловая.
Жил;1;ч/д;;ц;Домбровского;17000;;;38363;.;;16,00;6,50;печн.отопл,вода,с/у на ул,газ рядом,общий двор,дом на 2 хоз.
Жил;3;4/5;п;ц;Чехова 2 пер;58000;;;38365;р;64,00;;6,00;хороший ремонт,н/у.
